LA (code),LA (name),EstablishmentName,EstablishmentTypeGroup (name),Gender (name),ReligiousCharacter (name),NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Street,Address3,Town,County (code),County (name),Postcode,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),GSSLACode (code),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),PropsName,Country (code),Country (name),MSOA (code),LSOA (code),FSM,Latitude,Longitude
886,Kent,The Granville School,Independent schools,Mixed,,208.0,14.0,194.0,,2 Bradbourne Park Road,,Sevenoaks,18,Kent,TN13 3LJ,J,South East,E07000111,Sevenoaks,E10000016,E10000016,552345,155661,Sevenoaks 012,Sevenoaks 012E,Ena Makin Educational Trust Ltd,0,,E02005098,E01024470,,51.27972715202580,0.18292312302899500
886,Kent,Hilden Grange School,Independent schools,Mixed,,290.0,187.0,103.0,,Dry Hill Park Road,,Tonbridge,18,Kent,TN10 3BX,J,South East,E07000115,Tonbridge and Malling,E10000016,E10000016,558953,147481,Tonbridge and Malling 012,Tonbridge and Malling 012A,Alpha Plus Group Limited,0,,E02005160,E01024732,,51.204427963887700,0.27396131421772900
886,Kent,Hilden Oaks Preparatory School and Nursery,Independent schools,Mixed,,165.0,75.0,90.0,,38 Dry Hill Park Road,,Tonbridge,18,Kent,TN10 3BU,J,South East,E07000115,Tonbridge and Malling,E10000016,E10000016,558953,147481,Tonbridge and Malling 012,Tonbridge and Malling 012B,Hilden Oaks Educational Trust Ltd,0,,E02005160,E01024733,,51.204427963887700,0.27396131421772900
886,Kent,The Mead School,Independent schools,Mixed,Christian,234.0,118.0,116.0,,16 Frant Road,,Tunbridge Wells,18,Kent,TN2 5SN,J,South East,E07000116,Tunbridge Wells,E10000016,E10000016,558193,138430,Tunbridge Wells 012,Tunbridge Wells 012B,The Mead School Ltd,0,,E02005173,E01024817,,51.123315748565200,0.259113893885956
886,Kent,Bethany School,Independent schools,Mixed,Christian,330.0,211.0,119.0,,Goudhurst,,Cranbrook,18,Kent,TN17 1LB,J,South East,E07000116,Tunbridge Wells,E10000016,E10000016,573928,140377,Tunbridge Wells 011,Tunbridge Wells 011E,Bethany School Limited,0,,E02005172,E01024806,,51.136249755797300,0.484681271945944
886,Kent,Solefield School,Independent schools,Mixed,,193.0,157.0,36.0,,Solefields Road,,Sevenoaks,18,Kent,TN13 1PH,J,South East,E07000111,Sevenoaks,E10000016,E10000016,553072,153650,Sevenoaks 012,Sevenoaks 012C,Governors of Sevenoaks School,0,,E02005098,E01024462,,51.26146315268290,0.19247824404932700
886,Kent,Russell House School,Independent schools,Mixed,,176.0,89.0,87.0,,Station Road,,Sevenoaks,18,Kent,TN14 5QU,J,South East,E07000111,Sevenoaks,E10000016,E10000016,552991,159400,Sevenoaks 009,Sevenoaks 009D,Dr Yvonne Lindsay RHS Ltd,0,,E02005095,E01024453,,51.31314979973430,0.19377931697039800
887,Medway,St Andrew's School (Rochester),Independent schools,Mixed,,341.0,163.0,178.0,,24 - 26 Watts Avenue,,Rochester,18,Kent,ME1 1SA,J,South East,E06000035,Medway,E06000035,E06000035,574044,167996,Medway 014,Medway 014C,Education Development Trust,0,,E02003327,E01016130,,51.38432474141840,0.4997654028618690
886,Kent,St Lawrence College Junior School,Independent schools,Mixed,,151.0,83.0,68.0,,College Road,,Ramsgate,18,Kent,CT11 7AF,J,South East,E07000114,Thanet,E10000016,E10000016,637926,165987,Thanet 015,Thanet 015C,Corporation of St Lawrence College,0,,E02005146,E01024668,,51.34313735116730,1.4149418329885200
886,Kent,The Dulwich School Cranbrook,Independent schools,Mixed,,434.0,219.0,215.0,,Coursehorn,,CRANBROOK,18,Kent,TN17 3NP,J,South East,E07000116,Tunbridge Wells,E10000016,E10000016,579266,135858,Tunbridge Wells 013,Tunbridge Wells 013A,The Dulwich School Cranbrook Board of Governors,0,,E02005174,E01024787,,51.09401032827580,0.5586560897049500
886,Kent,Cobham Hall,Independent schools,Mixed,,120.0,17.0,103.0,,Cobham Hall,Gravesend,,18,Kent,DA12 3BL,J,South East,E07000109,Gravesham,E10000016,E10000016,568367,168915,Gravesham 010,Gravesham 010E,The Mill Hill School Foundation,GB,United Kingdom,E02005064,E01024301,,51.39429173969110,0.41869712702458200
886,Kent,Spring Grove School 2003 Ltd,Independent schools,Mixed,,200.0,93.0,107.0,,Harville Road,,Ashford,18,Kent,TN25 5EZ,J,South East,E07000105,Ashford,E10000016,E10000016,604242,146688,Ashford 001,Ashford 001E,Spring Grove School 2003 Ltd,0,,E02004996,E01024041,,51.18292423860710,0.9209997952373930
886,Kent,The King's School Canterbury,Independent schools,Mixed,Church of England,958.0,505.0,453.0,,25 The Precincts,,Canterbury,18,Kent,CT1 2ES,J,South East,E07000106,Canterbury,E10000016,E10000016,615194,158056,Canterbury 020,Canterbury 020D,The King’s School Governors,0,,E02006856,E01024124,,51.28098180337800,1.0842911654791200
886,Kent,St Edmund's School Canterbury,Independent schools,Mixed,Church of England,618.0,321.0,297.0,,St Thomas Hill,,Canterbury,18,Kent,CT2 8HU,J,South East,E07000106,Canterbury,E10000016,E10000016,613410,159177,Canterbury 012,Canterbury 012E,St Edmund's School Canterbury,0,,E02005021,E01024123,,51.29171779786140,1.0594188706690700
886,Kent,Kent College (Canterbury),Independent schools,Mixed,Methodist,570.0,319.0,251.0,,Whitstable Road,,Canterbury,18,Kent,CT2 9DT,J,South East,E07000106,Canterbury,E10000016,E10000016,613117,159367,Canterbury 012,Canterbury 012D,Methodist Independent Schools Trust,0,,E02005021,E01024068,,51.29353344629900,1.0553362942276700
886,Kent,Walthamstow Hall,Independent schools,Mixed,,473.0,4.0,469.0,,Holly Bush Lane,,Sevenoaks,18,Kent,TN13 3UL,J,South East,E07000111,Sevenoaks,E10000016,E10000016,553388,155609,Sevenoaks 010,Sevenoaks 010C,Walthamstow Hall,0,,E02005096,E01024461,,51.27898029521470,0.1978434840647230
887,Medway,Rochester Independent College,Independent schools,Mixed,,412.0,199.0,213.0,,254 St Margaret's Banks,,Rochester,18,Kent,ME1 1HY,J,South East,E06000035,Medway,E06000035,E06000035,574653,167978,Medway 015,Medway 015F,Dukes Education,GB,United Kingdom,E02003328,E01035296,,51.383976129818400,0.5084993889067740
886,Kent,Sackville School,Independent schools,Mixed,,214.0,156.0,58.0,,Tonbridge Road,,Tonbridge,18,Kent,TN11 9HN,J,South East,E07000115,Tonbridge and Malling,E10000016,E10000016,556338,148693,Tonbridge and Malling 010,Tonbridge and Malling 010D,Alpha Schools (Holdings) Ltd,0,,E02005158,E01024754,,51.216038934183100,0.23708733400251300
886,Kent,St Faith's At Ash School Limited,Independent schools,Mixed,,239.0,120.0,119.0,,5 The Street,,Canterbury,18,Kent,CT3 2HH,J,South East,E07000108,Dover,E10000016,E10000016,628411,158389,Dover 001,Dover 001B,St Faith's At Ash School Ltd,0,,E02005041,E01024207,,51.278829869857800,1.2737006894327300
886,Kent,Junior King's School,Independent schools,Mixed,Church of England,351.0,188.0,163.0,,Milner Court,,Canterbury,18,Kent,CT2 0AY,J,South East,E07000106,Canterbury,E10000016,E10000016,617596,160193,Canterbury 011,Canterbury 011E,Kings School Canterbury,0,,E02005020,E01024113,,51.29925710406810,1.1199802222071200
886,Kent,Lorenden Preparatory School,Independent schools,Mixed,,106.0,54.0,52.0,,Painters Forstal Road,,,99,,ME13 0EN,J,South East,E07000113,Swale,E10000016,E10000016,599351,159200,Swale 016,Swale 016A,Methodist Independent Schools Trust,0,,E02005130,E01024565,,51.2970158907016,0.8580710936518600
886,Kent,"Kent College Nursery, Infant and Junior School",Independent schools,Mixed,,210.0,112.0,98.0,,Harbledown,,Canterbury,18,Kent,CT2 9AQ,J,South East,E07000106,Canterbury,E10000016,E10000016,612417,158066,Canterbury 012,Canterbury 012C,Kent College,0,,E02005021,E01024067,,51.28211300347280,1.0445382964689700
888,Lancashire,Stonyhurst College,Independent schools,Mixed,Roman Catholic,661.0,373.0,288.0,,Stonyhurst,,,19,Lancashire,BB7 9PZ,B,North West,E07000124,Ribble Valley,E10000017,E10000017,369010,439041,Ribble Valley 001,Ribble Valley 001A,Stonyhurst,GB,United Kingdom,E02005270,E01025315,,53.8466765872107,-2.472513821242600
888,Lancashire,Rossall School,Independent schools,Mixed,Anglican,829.0,471.0,358.0,,Broadway,,Fleetwood,19,Lancashire,FY7 8JW,B,North West,E07000128,Wyre,E10000017,E10000017,331409,444946,Wyre 003,Wyre 003D,Corporation of Rossall School,0,,E02005321,E01025593,,53.89612873944540,-3.045274601589480
888,Lancashire,St Anne's College Grammar School,Independent schools,Mixed,,77.0,46.0,31.0,,293 Clifton Drive South,,Lytham St Annes,19,Lancashire,FY8 1HN,B,North West,E07000119,Fylde,E10000017,E10000017,332305,428494,Fylde 006,Fylde 006E,St Anne's College Ltd,0,,E02005208,E01024988,,53.7484013730806,-3.0280155197500000
888,Lancashire,Moorland School Limited,Independent schools,Mixed,,134.0,68.0,66.0,,Ribblesdale Avenue,,Clitheroe,19,Lancashire,BB7 2JA,B,North West,E07000124,Ribble Valley,E10000017,E10000017,374381,442947,Ribble Valley 002,Ribble Valley 002C,Jonathan Harrison,0,,E02005271,E01025345,,53.88207618722470,-2.3912075462864400
888,Lancashire,St Pius X Preparatory School,Independent schools,Mixed,Roman Catholic,126.0,66.0,60.0,,200 Garstang Road,,Preston,19,Lancashire,PR2 8RD,B,North West,E07000123,Preston,E10000017,E10000017,353302,431973,Preston 006,Preston 006C,CPS Preston Ltd,0,,E02005258,E01025242,,53.78197668318140,-2.71017468113395
888,Lancashire,Scarisbrick Hall School,Independent schools,Mixed,,890.0,465.0,425.0,,Southport Road,,,99,,L40 9RQ,B,North West,E07000127,West Lancashire,E10000017,E10000017,339205,412617,West Lancashire 003,West Lancashire 003C,Michael Headley,0,,E02005306,E01025514,,53.606567096906500,-2.920282302644280
889,Blackburn with Darwen,Westholme School,Independent schools,Mixed,Christian,731.0,328.0,403.0,,Wilmar Lodge,,Blackburn,19,Lancashire,BB2 6QU,B,North West,E06000008,Blackburn with Darwen,E06000008,E06000008,365079,428639,Blackburn with Darwen 010,Blackburn with Darwen 010D,Westholme School Ltd,0,,E02002624,E01012611,,53.75293766921690,-2.5310770030690900
888,Lancashire,Highfield Priory School,Independent schools,Mixed,,191.0,104.0,87.0,,Fulwood Row,,Preston,19,Lancashire,PR2 5RW,B,North West,E07000123,Preston,E10000017,E10000017,356610,432266,Preston 007,Preston 007A,Highfield Priory School Ltd,0,,E02005259,E01025234,,53.784896898729700,-2.6600172475749100
888,Lancashire,Oakhill School,Independent schools,Mixed,Roman Catholic,299.0,162.0,137.0,,Wiswell Lane,Lancashire,Clitheroe,19,Lancashire,BB7 9AF,B,North West,E07000124,Ribble Valley,E10000017,E10000017,373812,436892,Ribble Valley 007,Ribble Valley 007D,Anthony Baron,0,,E02005276,E01025350,,53.82762742729450,-2.3993443301064100
888,Lancashire,Kirkham Grammar School,Independent schools,Mixed,,724.0,382.0,342.0,,Ribby Road,,Preston,19,Lancashire,PR4 2BH,B,North West,E07000119,Fylde,E10000017,E10000017,341554,432041,Fylde 002,Fylde 002A,Kirkham Education Foundation,0,,E02005204,E01025007,,53.78139903235710,-2.8884553321421700
888,Lancashire,AKS Lytham,Independent schools,Mixed,,792.0,411.0,381.0,,Clifton Drive South,,Lytham St Annes,19,Lancashire,FY8 1DT,B,North West,E07000119,Fylde,E10000017,E10000017,333473,427636,Fylde 008,Fylde 008E,United Church Schools Trust,0,,E02005210,E01024995,,53.74084145837120,-3.01012185919697
889,Blackburn with Darwen,Rawdhatul Uloom Islamic Primary School,Independent schools,Mixed,,142.0,66.0,76.0,,184 Whalley Old Rd,,Blackburn,19,Lancashire,BB1 5NZ,B,North West,E06000008,Blackburn with Darwen,E06000008,E06000008,369344,429188,Blackburn with Darwen 003,Blackburn with Darwen 003E,Siddiqiyya Educational Trust,0,,E02002617,E01012606,,53.7581411717329,-2.466452968674650
888,Lancashire,Ashbridge Independent School,Independent schools,Mixed,,132.0,64.0,68.0,,Lindle Lane,,Preston,19,Lancashire,PR4 4AQ,B,North West,E07000126,South Ribble,E10000017,E10000017,350639,426929,South Ribble 010,South Ribble 010B,Ashbridge School Ltd,0,,E02005296,E01025453,,53.736398796192300,-2.7497767849475500
889,Blackburn with Darwen,Al Islah Girls' High School,Independent schools,Girls,Islam,154.0,0.0,154.0,,108 Audley Range,,BLACKBURN,19,Lancashire,BB1 1TF,B,North West,E06000008,Blackburn with Darwen,E06000008,E06000008,369220,427634,Blackburn with Darwen 007,Blackburn with Darwen 007E,Hasan Desai,0,,E02002621,E01012630,,53.74416691036110,-2.4681782573803000
855,Leicestershire,Ratcliffe College,Independent schools,Mixed,Roman Catholic,916.0,480.0,436.0,,Fosse Way,,,20,Leicestershire,LE7 4SG,E,East Midlands,E07000130,Charnwood,E10000018,E10000018,462474,315063,Charnwood 008,Charnwood 008D,Trustees of Ratcliffe College,GB,United Kingdom,E02005352,E01025769,,52.729608907611500,-1.0763099835588700
857,Rutland,Uppingham School,Independent schools,Mixed,Church of England,839.0,471.0,368.0,,Uppingham,,,61,Rutland,LE15 9QE,E,East Midlands,E06000017,Rutland,E06000017,E06000017,486471,299679,Rutland 005,Rutland 005D,Trustees of Uppingham School,0,,E02002867,E01013806,,52.58804721326580,-0.7250688743263190
857,Rutland,Oakham School,Independent schools,Mixed,Anglican,908.0,460.0,448.0,,Chapel Close,,Oakham,61,Rutland,LE15 6DT,E,East Midlands,E06000017,Rutland,E06000017,E06000017,486080,308844,Rutland 003,Rutland 003B,Oakham School,0,,E02002865,E01013799,,52.670479789212100,-0.7284535186376530
856,Leicester,Leicester High School for Girls,Independent schools,Girls,Church of England,284.0,0.0,284.0,,454 London Road,,,99,,LE2 2PP,E,East Midlands,E06000016,Leicester,E06000016,E06000016,461209,301677,Leicester 032,Leicester 032B,Leicester High School,0,,E02002858,E01013704,,52.60943254979350,-1.097521601607970
855,Leicestershire,LGS Stoneygate,Independent schools,Mixed,,221.0,138.0,83.0,,6 London Road,,Leicester,20,Leicestershire,LE8 9DJ,E,East Midlands,E07000131,Harborough,E10000018,E10000018,466329,296820,Harborough 003,Harborough 003C,Leicester Grammar School Trust,0,,E02005369,E01025783,,52.5651755374792,-1.022894066228310
856,Leicester,St Crispin's School,Independent schools,Mixed,,77.0,51.0,26.0,,4 - 6 St Mary's Road,,Leicester,20,Leicestershire,LE2 1XA,E,East Midlands,E06000016,Leicester,E06000016,E06000016,459973,302931,Leicester 030,Leicester 030C,Christopher Lofthouse,0,,E02002856,E01013649,,52.62084195520580,-1.115544944532420
856,Leicester,Leicester Preparatory School,Independent schools,Mixed,,61.0,37.0,24.0,,2 Albert Road,,Leicester,20,Leicestershire,LE2 2AA,E,East Midlands,E06000016,Leicester,E06000016,E06000016,460464,302672,Leicester 030,Leicester 030F,Francis Fernandes,0,,E02002856,E01013710,,52.61845954623320,-1.108340400718300
855,Leicestershire,Twycross House School,Independent schools,Mixed,,395.0,185.0,210.0,,1 Main Road,,Atherstone,36,Warwickshire,CV9 3PL,E,East Midlands,E07000132,Hinckley and Bosworth,E10000018,E10000018,433632,304905,Hinckley and Bosworth 004,Hinckley and Bosworth 004E,Roxanne Assinder,0,,E02005380,E01025882,,52.640851924987800,-1.5044177418423500
855,Leicestershire,Loughborough Grammar School,Independent schools,Boys,Christian,789.0,789.0,0.0,,Burton Walks,,Loughborough,20,Leicestershire,LE11 2DU,E,East Midlands,E07000130,Charnwood,E10000018,E10000018,453971,318915,Charnwood 009,Charnwood 009E,Loughborough Schools Foundation,0,,E02005353,E01025718,,52.76514678805090,-1.2015773978419600
855,Leicestershire,Loughborough High School,Independent schools,Girls,Christian,523.0,0.0,523.0,,Burton Walks,Leicestershire,,99,,LE11 2DU,E,East Midlands,E07000130,Charnwood,E10000018,E10000018,453854,318938,Charnwood 009,Charnwood 009E,Loughborough Schools Foundation,GB,United Kingdom,E02005353,E01025718,,52.765365179114500,-1.2033074089540300
855,Leicestershire,Leicester Grammar School Trust,Independent schools,Mixed,,1282.0,674.0,608.0,,London Road,,Leicester,20,Leicestershire,LE8 9FL,E,East Midlands,E07000131,Harborough,E10000018,E10000018,465053,297993,Harborough 003,Harborough 003A,"Leicester Grammar School Trust, Leicester Grammar School",0,,E02005369,E01025781,,52.57587290747420,-1.0414859209863200
856,Leicester,Leicester Islamic Academy,Independent schools,Mixed,Islam,363.0,194.0,169.0,,320 London Road,,Leicester,20,Leicestershire,LE2 2PJ,E,East Midlands,E06000016,Leicester,E06000016,E06000016,460505,302546,Leicester 030,Leicester 030G,Leicester Islamic Academy Board of Governors,0,,E02002856,E01013711,,52.61732241765250,-1.1077579044940600
855,Leicestershire,Twycross House Pre-Preparatory School,Independent schools,Mixed,,125.0,63.0,62.0,,The Hollies,Twycross,Atherstone,36,Warwickshire,CV9 3PQ,E,East Midlands,E07000132,Hinckley and Bosworth,E10000018,E10000018,433738,304876,Hinckley and Bosworth 004,Hinckley and Bosworth 004E,Steven Assinder,0,,E02005380,E01025882,,52.64058467508630,-1.5028542813774400
855,Leicestershire,Dixie Grammar School,Independent schools,Mixed,,481.0,230.0,251.0,,Station Road,,Nuneaton,36,Warwickshire,CV13 0LE,E,East Midlands,E07000132,Hinckley and Bosworth,E10000018,E10000018,440508,303151,Hinckley and Bosworth 004,Hinckley and Bosworth 004D,Leicestershire Independent Ed Tr,0,,E02005380,E01025838,,52.624616505558600,-1.4030235619406000
857,Rutland,Brooke Priory School,Independent schools,Mixed,,144.0,55.0,89.0,,Station Approach,,Oakham,61,Rutland,LE15 6QW,E,East Midlands,E06000017,Rutland,E06000017,E06000017,485787,309153,Rutland 003,Rutland 003B,Brooke Priory School Ltd,0,,E02002865,E01013799,,52.67330330394160,-0.7327050089353640
855,Leicestershire,Brooke House College,Independent schools,Mixed,,105.0,92.0,13.0,,12 Leicester Road,,Market Harborough,20,Leicestershire,LE16 7AU,E,East Midlands,E07000131,Harborough,E10000018,E10000018,473154,287591,Harborough 008,Harborough 008A,Mr Giles Williams,0,,E02005374,E01025795,,52.48134911876570,-0.9242527311735420
855,Leicestershire,Fairfield Prep School,Independent schools,Mixed,Christian,444.0,217.0,227.0,,Leicester Road,Leicestershire,,99,,LE11 2AE,E,East Midlands,E07000130,Charnwood,E10000018,E10000018,453976,319134,Charnwood 009,Charnwood 009E,Loughborough Schools Foundation,0,,E02005353,E01025718,,52.76711480331370,-1.2014673037405200
856,Leicester,Darul Uloom Leicester,Independent schools,Boys,,127.0,127.0,0.0,,119 Loughborough Road,,Leicester,20,Leicestershire,LE4 5LN,E,East Midlands,E06000016,Leicester,E06000016,E06000016,459494,306759,Leicester 006,Leicester 006A,Darul Uloom Leicester Trust,0,,E02002832,E01013625,,52.655303140392000,-1.1219310521745700
925,Lincolnshire,Lincoln Minster School,Independent schools,Mixed,Christian,455.0,222.0,233.0,,Upper Lindum Street,,Lincoln,21,Lincolnshire,LN2 5RW,E,East Midlands,E07000138,Lincoln,E10000019,E10000019,498152,371793,Lincoln 004,Lincoln 004A,United Church Schools Trust,0,,E02005445,E01026122,,53.234110839774000,-0.5309437508235940
925,Lincolnshire,Witham Hall School,Independent schools,Mixed,,217.0,121.0,96.0,,,Witham-on-the-Hill,Bourne,21,Lincolnshire,PE10 0JJ,E,East Midlands,E07000141,South Kesteven,E10000019,E10000019,505024,316719,South Kesteven 012,South Kesteven 012A,Witham Hall School Trust Limited,0,,E02005487,E01026330,,52.7379118696714,-0.44589257544767800
925,Lincolnshire,Kirkstone House School,Independent schools,Mixed,,115.0,67.0,48.0,,1-6 Main Street,,Peterborough,3,Cambridgeshire,PE6 9PA,E,East Midlands,E07000141,South Kesteven,E10000019,E10000019,511143,313930,South Kesteven 012,South Kesteven 012E,Mr Edward George Wyman & Mr Beryl Wyman,0,,E02005487,E01026364,,52.711628545861300,-0.3562442247375320
925,Lincolnshire,Ayscoughfee Hall School,Independent schools,Mixed,,120.0,60.0,60.0,,Welland Hall,,Spalding,21,Lincolnshire,PE11 2TE,E,East Midlands,E07000140,South Holland,E10000019,E10000019,524693,322105,South Holland 006,South Holland 006B,Ayscoughfee Hall School Ltd,0,,E02005470,E01026266,,52.782131140981100,-0.1526732676884610
925,Lincolnshire,St Hugh's School,Independent schools,Mixed,,174.0,88.0,86.0,,Cromwell Avenue,,Woodhall Spa,21,Lincolnshire,LN10 6TQ,E,East Midlands,E07000137,East Lindsey,E10000019,E10000019,519593,362846,East Lindsey 016,East Lindsey 016F,St Hugh's School (Woodhall Spa) Limited,0,,E02005439,E01026119,,53.149336791348600,-0.21321593011835000
925,Lincolnshire,Handel House Preparatory School,Independent schools,Mixed,,46.0,24.0,22.0,,The Northolme,,Gainsborough,21,Lincolnshire,DN21 2JB,E,East Midlands,E07000142,West Lindsey,E10000019,E10000019,481683,390295,West Lindsey 004,West Lindsey 004B,Mark Raisborough,0,,E02005495,E01026379,,53.40316595299400,-0.7728547574979210
925,Lincolnshire,Stamford Endowed Schools,Independent schools,Mixed,Christian,1120.0,587.0,533.0,,Brazenose House,Stamford,Lincolnshire,99,,PE9 2BE,E,East Midlands,E07000141,South Kesteven,E10000019,E10000019,503320,307327,South Kesteven 016,South Kesteven 016C,Stamford Endowed Schools Trustee Ltd,GB,United Kingdom,E02005491,E01026351,,52.65383920649430,-0.4740671999085320
925,Lincolnshire,Grantham Preparatory International School,Independent schools,Mixed,,108.0,47.0,61.0,,Gorse Lane,,Grantham,21,Lincolnshire,NG31 7UF,E,East Midlands,E07000141,South Kesteven,E10000019,E10000019,491573,333897,South Kesteven 006,South Kesteven 006C,A for E Ltd,0,,E02005481,E01026319,,52.89473155180550,-0.6402453611907880
925,Lincolnshire,Copthill Independent Day School & Nursery,Independent schools,Mixed,,299.0,157.0,142.0,,Barnack Road,,Stamford,21,Lincolnshire,PE9 3AD,E,East Midlands,E07000141,South Kesteven,E10000019,E10000019,506635,307064,South Kesteven 012,South Kesteven 012D,Copthill School Ltd,0,,E02005487,E01026363,,52.65083491879320,-0.42516667781494300
925,Lincolnshire,Greenwich House School,Independent schools,Mixed,,94.0,45.0,49.0,,106 High Holme Road,,Louth,21,Lincolnshire,LN11 0HE,E,East Midlands,E07000137,East Lindsey,E10000019,E10000019,533015,387966,East Lindsey 004,East Lindsey 004E,Mrs Arran Brindle & Mr James Brindle,0,,E02005427,E01032987,,53.37181945410200,-0.0021554983394123800
926,Norfolk,Gresham's School,Independent schools,Mixed,Church of England,894.0,454.0,440.0,,Cromer Road,Norfolk,,99,,NR25 6EA,G,East of England,E07000147,North Norfolk,E10000020,E10000020,608808,339269,North Norfolk 004,North Norfolk 004B,Gresham's School,GB,United Kingdom,E02005573,E01026742,,52.910254212717500,1.1038531764895500
926,Norfolk,Glebe House School,Independent schools,Mixed,,191.0,88.0,103.0,,2 Cromer Road,,Hunstanton,23,Norfolk,PE36 6HW,G,East of England,E07000146,King's Lynn and West Norfolk,E10000020,E10000020,567758,341326,King's Lynn and West Norfolk 001,King's Lynn and West Norfolk 001C,Glebe House School Trust Ltd,0,,E02005551,E01026682,,52.943101659416700,0.4951470730597700
926,Norfolk,Langley School,Independent schools,Mixed,,415.0,260.0,155.0,,Langley Park,Norwich,Norfolk,99,,NR14 6BJ,G,East of England,E07000149,South Norfolk,E10000020,E10000020,635129,300661,South Norfolk 008,South Norfolk 008A,Langley School (1960) Limited,0,,E02005604,E01026879,,52.552964845085700,1.4669210701871200
926,Norfolk,Langley Preparatory School At Taverham Hall,Independent schools,Mixed,,323.0,183.0,140.0,,Taverham Park,,Norwich,23,Norfolk,NR8 6HU,G,East of England,E07000144,Broadland,E10000020,E10000020,615077,313787,Broadland 006,Broadland 006E,Langley School (1960) Limited,0,,E02005525,E01026566,,52.6790689787429,1.1801874592710100
926,Norfolk,Beeston Hall School,Independent schools,Mixed,,168.0,79.0,89.0,,West Runton,Norfolk,Cromer,23,Norfolk,NR27 9NQ,G,East of England,E07000147,North Norfolk,E10000020,E10000020,617416,342663,North Norfolk 006,North Norfolk 006E,St Peter's College Radley,0,,E02005575,E01034776,,52.93730470833690,1.2339207121792400
926,Norfolk,Town Close Co-Educational Preparatory School,Independent schools,Mixed,,431.0,241.0,190.0,,14 Ipswich Road,,Norwich,23,Norfolk,NR2 2LR,G,East of England,E07000148,Norwich,E10000020,E10000020,622374,307347,Norwich 011,Norwich 011F,Town Close House Educational Trust,0,,E02005594,E01026857,,52.61832787262190,1.2836049667982200
926,Norfolk,Notre Dame Preparatory School (Norwich) Limited,Independent schools,Mixed,Roman Catholic,137.0,69.0,68.0,,147 Dereham Road,,Norwich,23,Norfolk,NR2 3TA,G,East of England,E07000148,Norwich,E10000020,E10000020,621874,309104,Norwich 016,Norwich 016C,Council of Management,0,,E02007052,E01026827,,52.634301322620100,1.2774107945801900
926,Norfolk,Norwich High School for Girls GDST,Independent schools,Girls,,563.0,0.0,563.0,,95 Newmarket Road,,,23,Norfolk,NR2 2HU,G,East of England,E07000148,Norwich,E10000020,E10000020,621862,307347,Norwich 011,Norwich 011F,Girls' Day School Trust,GB,United Kingdom,E02005594,E01026857,,52.618537103692000,1.2760548677639500
926,Norfolk,Norwich School,Independent schools,Mixed,Christian,1170.0,673.0,497.0,,71A The Close,,Norwich,23,Norfolk,NR1 4DD,G,East of England,E07000148,Norwich,E10000020,E10000020,623396,308786,Norwich 014,Norwich 014A,Norwich School,0,,E02006907,E01033438,,52.6308235653402,1.299647485872280
926,Norfolk,Thetford Grammar School,Independent schools,Mixed,,202.0,109.0,93.0,,Bridge ST,Norfolk,,99,,IP24 3AF,G,East of England,E07000143,Breckland,E10000020,E10000020,586777,283049,Breckland 017,Breckland 017A,Thetford Grammar School Limited,0,,E02005519,E01026474,,52.413544864246300,0.7448293414876070
816,York,Bootham School,Independent schools,Mixed,Quaker,623.0,337.0,286.0,,51 Bootham,,York,24,North Yorkshire,YO30 7BU,D,Yorkshire and the Humber,E06000014,York,E06000014,E06000014,459969,452435,York 013,York 013A,Bootham School,0,,E02002784,E01013366,,53.96452686816300,-1.087415081467750
816,York,St Peter's School 2-18,Independent schools,Mixed,Church of England,1328.0,722.0,606.0,,Clifton,,York,24,North Yorkshire,YO30 6AB,D,Yorkshire and the Humber,E06000014,York,E06000014,E06000014,459633,452608,York 007,York 007A,"St Peter's School, York",0,,E02002778,E01013344,,53.96612031922650,-1.0925020635479700
815,North Yorkshire,Queen Mary's School,Independent schools,Girls,Church of England,207.0,1.0,206.0,,Baldersby Park,,Thirsk,24,North Yorkshire,YO7 3BZ,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,438811,476306,Harrogate 003,Harrogate 003C,Woodard Schools,0,,E02005763,E01027736,,54.18107277435960,-1.4068413766408700
816,York,The Mount School (York),Independent schools,Mixed,Quaker,223.0,9.0,214.0,,Dalton Terrace,,York,24,North Yorkshire,YO24 4DD,D,Yorkshire and the Humber,E06000014,York,E06000014,E06000014,459311,451071,York 017,York 017E,The Mount School Estates (York) Ltd,0,,E02002788,E01013417,,53.95234487537830,-1.0977078678660100
815,North Yorkshire,Scarborough College,Independent schools,Mixed,,572.0,291.0,281.0,,Filey Road,,Scarborough,24,North Yorkshire,YO11 3BA,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,504521,486617,Scarborough 010,Scarborough 010E,Scarborough College Limited,0,,E02005804,E01027868,,54.26454426997160,-0.39675617787164200
815,North Yorkshire,Terrington Hall School,Independent schools,Mixed,,191.0,95.0,96.0,,Terrington,North Yorkshire,York,24,North Yorkshire,YO60 6PR,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,467215,470725,Ryedale 007,Ryedale 007C,Terrington Hall Trust Ltd,0,,E02005794,E01027782,,54.127994158854900,-0.9729429390586740
