quote_date,region_name,price
2002-08-01,South West,1.9635714
2002-08-01,Wales,1.8488889
2002-08-01,West Midlands,1.8428571
2002-08-01,Yorkshire & Humber,1.4723077
2002-09-01,East Anglia,1.8041667
2002-09-01,East Midlands,1.7191668
2002-09-01,London,2.28
2002-09-01,North,2.1557143
2002-09-01,North West,1.8773333
2002-09-01,Northern Ireland,1.8433332
2002-09-01,Scotland,2.028
2002-09-01,South East,2.0572727
2002-09-01,South West,1.9461538
2002-09-01,Wales,1.8177779
2002-09-01,West Midlands,1.9623077
2002-09-01,Yorkshire & Humber,1.6209091
2002-10-01,East Anglia,1.7208333
2002-10-01,East Midlands,1.7891666
2002-10-01,London,2.231111
2002-10-01,North,2.1166666
2002-10-01,North West,2.0246668
2002-10-01,Northern Ireland,1.8433334
2002-10-01,Scotland,1.9869999
2002-10-01,South East,2.0438094
2002-10-01,South West,2.1183333
2002-10-01,Wales,1.8177779
2002-10-01,West Midlands,1.8564285
2002-10-01,Yorkshire & Humber,1.4730769
2002-11-01,East Anglia,1.7338462
2002-11-01,East Midlands,1.699091
2002-11-01,London,2.1547368
2002-11-01,North,2.1166666
2002-11-01,North West,2.107143
2002-11-01,Northern Ireland,1.8433332
2002-11-01,Scotland,2.0018182
2002-11-01,South East,1.9895238
2002-11-01,South West,1.9063636
2002-11-01,Wales,1.8222222
2002-11-01,West Midlands,1.9146154
2002-11-01,Yorkshire & Humber,1.4730769
2002-12-01,East Anglia,1.6746154
2002-12-01,East Midlands,1.715
2002-12-01,London,2.1635294
2002-12-01,North,1.9914286
2002-12-01,North West,1.9342858
2002-12-01,Northern Ireland,1.8433334
2002-12-01,Scotland,2.0116665
2002-12-01,South East,1.9609524
2002-12-01,South West,1.8728571
2002-12-01,Wales,1.6622223
2002-12-01,West Midlands,1.9192308
2002-12-01,Yorkshire & Humber,1.3866667
2003-01-01,East Anglia,1.7646154
2003-01-01,East Midlands,1.7191666
2003-01-01,London,2.1547368
2003-01-01,North,1.9271429
2003-01-01,North West,1.858
2003-01-01,Northern Ireland,1.85
2003-01-01,Scotland,1.9763637
2003-01-01,South East,1.8705
2003-01-01,South West,1.9375
2003-01-01,Wales,1.6077778
2003-01-01,West Midlands,1.8683333
2003-01-01,Yorkshire & Humber,1.4809092
2003-02-01,East Anglia,1.7983333
2003-02-01,East Midlands,1.9483334
2003-02-01,London,2.236875
2003-02-01,North,1.93
2003-02-01,North West,1.7715385
2003-02-01,Northern Ireland,2.195
2003-02-01,Scotland,2.014
2003-02-01,South East,1.8795
2003-02-01,South West,1.950909
2003-02-01,Wales,1.4985714
2003-02-01,West Midlands,1.7216667
2003-02-01,Yorkshire & Humber,1.4445455
2003-03-01,East Anglia,1.7390908
2003-03-01,East Midlands,1.9345455
2003-03-01,London,2.1229413
2003-03-01,North,1.892
2003-03-01,North West,1.7961539
2003-03-01,Northern Ireland,2.2319999
2003-03-01,Scotland,2.014
2003-03-01,South East,1.9577273
2003-03-01,South West,1.9857142
2003-03-01,Wales,1.7371428
2003-03-01,West Midlands,1.9181819
2003-03-01,Yorkshire & Humber,1.3776923
2003-04-01,East Anglia,1.7983333
2003-04-01,East Midlands,1.9377779
2003-04-01,London,2.266
2003-04-01,North,1.9699999
2003-04-01,North West,1.904
2003-04-01,Northern Ireland,2.235
2003-04-01,Scotland,2.0222223
2003-04-01,South East,2.00875
2003-04-01,South West,1.9799999
2003-04-01,Wales,1.7199999
2003-04-01,West Midlands,1.9575
2003-04-01,Yorkshire & Humber,1.4741668
2003-05-01,East Anglia,1.82
2003-05-01,East Midlands,1.9577776
2003-05-01,London,2.24
2003-05-01,North,1.9699999
2003-05-01,North West,1.9054545
2003-05-01,Northern Ireland,2.3116667
2003-05-01,Scotland,2.045
2003-05-01,South East,2.0044444
2003-05-01,South West,1.7950001
2003-05-01,Wales,1.8066667
2003-05-01,West Midlands,1.965
2003-05-01,Yorkshire & Humber,1.5
2003-06-01,East Anglia,1.8283334
2003-06-01,East Midlands,1.981
2003-06-01,London,2.24
2003-06-01,North,1.9666667
2003-06-01,North West,1.8627273
2003-06-01,Northern Ireland,2.416
2003-06-01,Scotland,2.04375
2003-06-01,South East,1.9717647
2003-06-01,South West,2.1744444
2003-06-01,Wales,1.805
2003-06-01,West Midlands,1.8888888
2003-06-01,Yorkshire & Humber,1.5
2003-07-01,East Anglia,1.7863636
2003-07-01,East Midlands,1.9688888
2003-07-01,London,2.21
2003-07-01,North,1.9666667
2003-07-01,North West,1.9066666
2003-07-01,Northern Ireland,2.2450001
2003-07-01,Scotland,2.04375
2003-07-01,South East,2.0038888
2003-07-01,South West,2.146
2003-07-01,Wales,1.805
2003-07-01,West Midlands,1.99375
2003-07-01,Yorkshire & Humber,1.505
2003-08-01,East Anglia,1.8484616
2003-08-01,East Midlands,1.981
2003-08-01,London,2.2161112
2003-08-01,North,1.9666667
2003-08-01,North West,1.9153845
2003-08-01,Northern Ireland,2.3116667
2003-08-01,Scotland,2.0222223
2003-08-01,South East,2.0117648
2003-08-01,South West,1.95
2003-08-01,Wales,1.7833333
2003-08-01,West Midlands,1.88625
2003-08-01,Yorkshire & Humber,1.5681819
2003-09-01,East Anglia,1.8638461
2003-09-01,East Midlands,1.9888889
2003-09-01,London,2.4894118
2003-09-01,North,1.9633332
2003-09-01,North West,2.017
2003-09-01,Northern Ireland,2.3116667
2003-09-01,Scotland,2.0322223
2003-09-01,South East,1.9425
2003-09-01,South West,1.9290001
2003-09-01,Wales,1.6999999
2003-09-01,West Midlands,2.05625
2003-09-01,Yorkshire & Humber,1.3754545
2003-10-01,East Anglia,1.9436363
2003-10-01,East Midlands,2.0322223
2003-10-01,London,2.484706
2003-10-01,North,1.9633332
2003-10-01,North West,2.0145454
2003-10-01,Northern Ireland,2.235
2003-10-01,Scotland,2.055
2003-10-01,South East,2.0025
2003-10-01,South West,1.949091
2003-10-01,Wales,1.8033333
2003-10-01,West Midlands,2.013
2003-10-01,Yorkshire & Humber,1.4116668
2003-11-01,East Anglia,1.8658333
2003-11-01,East Midlands,1.8866667
2003-11-01,London,2.45
2003-11-01,North,1.5433334
2003-11-01,North West,1.8783334
2003-11-01,Northern Ireland,2.1850002
2003-11-01,Scotland,1.934
2003-11-01,South East,1.9871428
2003-11-01,South West,1.94
2003-11-01,Wales,1.45625
2003-11-01,West Midlands,1.6566666
2003-11-01,Yorkshire & Humber,1.27
2003-12-01,East Anglia,1.8953846
2003-12-01,East Midlands,1.8866667
2003-12-01,London,2.3505557
2003-12-01,North,1.5433334
2003-12-01,North West,1.7975
2003-12-01,Northern Ireland,2.1850002
2003-12-01,Scotland,1.8008333
2003-12-01,South East,1.9845002
2003-12-01,South West,1.94
2003-12-01,Wales,1.4800001
2003-12-01,West Midlands,1.6715385
2003-12-01,Yorkshire & Humber,1.2636364
2004-01-01,East Anglia,1.8766667
2004-01-01,East Midlands,1.8866667
2004-01-01,London,2.3157895
2004-01-01,North,1.58
2004-01-01,North West,1.80375
2004-01-01,Northern Ireland,2.2016666
2004-01-01,Scotland,1.7841667
2004-01-01,South East,1.9476191
2004-01-01,South West,2.0727274
2004-01-01,Wales,1.5457143
2004-01-01,West Midlands,1.6366667
2004-01-01,Yorkshire & Humber,1.3208333
2004-02-01,East Anglia,1.9909999
2004-02-01,East Midlands,1.89
2004-02-01,London,2.4211764
2004-02-01,North,1.7366667
2004-02-01,North West,1.6964285
2004-02-01,Northern Ireland,2.4433334
2004-02-01,Scotland,1.8538462
2004-02-01,South East,1.9966666
2004-02-01,South West,2.0775
2004-02-01,Wales,1.4633332
2004-02-01,West Midlands,1.7227273
2004-02-01,Yorkshire & Humber,1.0116667
2004-03-01,East Anglia,1.9725
2004-03-01,East Midlands,1.758
2004-03-01,London,2.3877778
2004-03-01,North,1.716
2004-03-01,North West,1.634375
2004-03-01,Northern Ireland,2.0040002
2004-03-01,Scotland,1.7624999
2004-03-01,South East,1.9821053
2004-03-01,South West,2.0772727
2004-03-01,Wales,1.628
2004-03-01,West Midlands,1.6149999
2004-03-01,Yorkshire & Humber,1.0630769
2004-04-01,East Anglia,1.7599999
2004-04-01,East Midlands,1.7541666
2004-04-01,London,2.4282353
2004-04-01,North,1.62
2004-04-01,North West,1.7218751
2004-04-01,Northern Ireland,1.78
2004-04-01,Scotland,1.8584615
2004-04-01,South East,1.9431578
2004-04-01,South West,1.9328572
2004-04-01,Wales,1.4442856
2004-04-01,West Midlands,1.9816667
2004-04-01,Yorkshire & Humber,1.1092857
2004-05-01,East Anglia,1.77
2004-05-01,East Midlands,1.7058334
2004-05-01,London,2.3387501
2004-05-01,North,1.5183334
2004-05-01,North West,1.6826667
2004-05-01,Northern Ireland,1.8399999
2004-05-01,Scotland,1.7885714
2004-05-01,South East,1.9595001
2004-05-01,South West,1.9538461
2004-05-01,Wales,1.3585714
2004-05-01,West Midlands,1.8758334
2004-05-01,Yorkshire & Humber,1.0676923
2004-06-01,East Anglia,1.8515384
2004-06-01,East Midlands,1.7033334
2004-06-01,London,2.33875
2004-06-01,North,1.6583333
2004-06-01,North West,1.572
2004-06-01,Northern Ireland,2.205
2004-06-01,Scotland,1.7878572
2004-06-01,South East,1.9810526
2004-06-01,South West,2.036154
2004-06-01,Wales,1.4671429
2004-06-01,West Midlands,1.8757143
2004-06-01,Yorkshire & Humber,1.0764285
2004-07-01,East Anglia,1.7757143
2004-07-01,East Midlands,1.6736363
2004-07-01,London,2.3976471
2004-07-01,North,1.4571428
2004-07-01,North West,1.4338461
2004-07-01,Northern Ireland,1.8399999
2004-07-01,Scotland,1.7523078
2004-07-01,South East,1.9278948
2004-07-01,South West,1.8538462
2004-07-01,Wales,1.4671429
2004-07-01,West Midlands,1.8733333
2004-07-01,Yorkshire & Humber,1.1192857
2004-08-01,East Anglia,1.7900001
2004-08-01,East Midlands,1.6736363
2004-08-01,London,2.4029412
2004-08-01,North,1.6583333
2004-08-01,North West,1.6060001
2004-08-01,Northern Ireland,1.7016667
2004-08-01,Scotland,1.7138462
2004-08-01,South East,1.889091
2004-08-01,South West,1.89
2004-08-01,Wales,1.4671429
2004-08-01,West Midlands,1.88
2004-08-01,Yorkshire & Humber,1.0246154
2004-09-01,East Anglia,1.7953846
2004-09-01,East Midlands,1.63
2004-09-01,London,2.3205884
2004-09-01,North,1.426
2004-09-01,North West,1.6730769
2004-09-01,Northern Ireland,2.245
2004-09-01,Scotland,1.8383332
2004-09-01,South East,1.8585714
2004-09-01,South West,2.0466666
2004-09-01,Wales,1.295
2004-09-01,West Midlands,1.8490909
2004-09-01,Yorkshire & Humber,1.1141666
2004-10-01,East Anglia,1.7878572
2004-10-01,East Midlands,1.7036363
2004-10-01,London,2.6493335
2004-10-01,North,1.4828571
2004-10-01,North West,1.76
2004-10-01,Northern Ireland,1.8720001
2004-10-01,Scotland,1.7816668
2004-10-01,South East,2.0938888
2004-10-01,South West,1.9353846
2004-10-01,Wales,1.4350001
2004-10-01,West Midlands,1.8516666
2004-10-01,Yorkshire & Humber,1.1927272
2004-11-01,East Anglia,1.8185713
2004-11-01,East Midlands,1.6309091
2004-11-01,London,2.399412
2004-11-01,North,1.5185715
2004-11-01,North West,1.632
2004-11-01,Northern Ireland,1.8720001
2004-11-01,Scotland,1.7191668
2004-11-01,South East,1.942381
2004-11-01,South West,2.0716667
2004-11-01,Wales,1.3050001
2004-11-01,West Midlands,1.8207142
2004-11-01,Yorkshire & Humber,1.1816667
2004-12-01,East Anglia,1.7828572
2004-12-01,East Midlands,1.5749999
2004-12-01,London,2.3275
2004-12-01,North,1.5242857
2004-12-01,North West,1.6713333
2004-12-01,Northern Ireland,1.8916668
2004-12-01,Scotland,1.7058334
2004-12-01,South East,1.9357144
2004-12-01,South West,1.9578571
2004-12-01,Wales,1.3125
2004-12-01,West Midlands,1.8278571
2004-12-01,Yorkshire & Humber,1.1592307
2005-01-01,East Anglia,1.7828572
2005-01-01,East Midlands,1.5749999
2005-01-01,London,2.3033333
2005-01-01,North,1.5242857
2005-01-01,North West,1.618
2005-01-01,Northern Ireland,1.8716666
2005-01-01,Scotland,1.7507693
2005-01-01,South East,1.9489473
2005-01-01,South West,1.9578571
2005-01-01,Wales,1.2875
2005-01-01,West Midlands,1.8646153
2005-01-01,Yorkshire & Humber,1.2283334
2005-02-01,East Anglia,1.7153846
2005-02-01,East Midlands,1.6033334
2005-02-01,London,2.383125
2005-02-01,North,1.588
2005-02-01,North West,1.6253847
2005-02-01,Northern Ireland,1.7380002
2005-02-01,Scotland,1.8249999
2005-02-01,South East,1.898421
2005-02-01,South West,2.0476923
2005-02-01,Wales,1.25
2005-02-01,West Midlands,1.6585714
2005-02-01,Yorkshire & Humber,1.3046153
2005-03-01,East Anglia,1.6966667
2005-03-01,East Midlands,1.6033334
2005-03-01,London,2.4962502
2005-03-01,North,1.592
2005-03-01,North West,1.6439999
2005-03-01,Northern Ireland,2.0775
2005-03-01,Scotland,1.9069232
2005-03-01,South East,1.88
2005-03-01,South West,2.0654545
2005-03-01,Wales,1.255
2005-03-01,West Midlands,1.7546153
2005-03-01,Yorkshire & Humber,1.2846154
2005-04-01,East Anglia,1.8235714
2005-04-01,East Midlands,1.6033334
2005-04-01,London,2.4133334
2005-04-01,North,1.4566666
2005-04-01,North West,1.6264286
2005-04-01,Northern Ireland,1.7380002
2005-04-01,Scotland,1.8449999
2005-04-01,South East,1.8989999
2005-04-01,South West,1.9730769
2005-04-01,Wales,1.2357142
2005-04-01,West Midlands,1.7383333
2005-04-01,Yorkshire & Humber,1.2509091
2005-05-01,East Anglia,1.7833333
2005-05-01,East Midlands,1.5699999
2005-05-01,London,1.8966668
2005-05-01,North,1.7085714
2005-05-01,North West,1.5723529
2005-05-01,Northern Ireland,2.16
2005-05-01,Scotland,1.7507143
2005-05-01,South East,1.7690908
2005-05-01,South West,1.9300001
2005-05-01,Wales,1.5571429
2005-05-01,West Midlands,1.5958824
2005-05-01,Yorkshire & Humber,1.406
2005-06-01,East Anglia,1.8664286
2005-06-01,East Midlands,1.5833334
2005-06-01,London,2.3821054
2005-06-01,North,1.4733334
2005-06-01,North West,1.664
2005-06-01,Northern Ireland,1.7379999
2005-06-01,Scotland,1.8708334
2005-06-01,South East,1.9028571
2005-06-01,South West,1.9250001
2005-06-01,Wales,1.33
2005-06-01,West Midlands,1.6578572
2005-06-01,Yorkshire & Humber,1.2863636
2005-07-01,East Anglia,1.8415385
2005-07-01,East Midlands,1.7418182
2005-07-01,London,2.4088235
2005-07-01,North,1.4733334
2005-07-01,North West,1.6639999
2005-07-01,Northern Ireland,2.2733333
2005-07-01,Scotland,1.815
2005-07-01,South East,1.8977273
2005-07-01,South West,1.9416666
2005-07-01,Wales,1.29125
2005-07-01,West Midlands,1.8941666
2005-07-01,Yorkshire & Humber,1.3053845
2005-08-01,East Anglia,1.88
2005-08-01,East Midlands,1.7491666
2005-08-01,London,2.399375
2005-08-01,North,1.5842857
2005-08-01,North West,1.6426666
2005-08-01,Northern Ireland,1.8000001
2005-08-01,Scotland,1.8536363
2005-08-01,South East,1.9204545
2005-08-01,South West,1.9466667
2005-08-01,Wales,1.29125
2005-08-01,West Midlands,1.8941666
2005-08-01,Yorkshire & Humber,1.3123076
2005-09-01,East Anglia,1.9515386
2005-09-01,East Midlands,1.7418182
2005-09-01,London,2.3026316
2005-09-01,North,1.5842857
2005-09-01,North West,1.6907142
2005-09-01,Northern Ireland,1.8
2005-09-01,Scotland,1.621
2005-09-01,South East,1.8738095
2005-09-01,South West,1.8530769
2005-09-01,Wales,1.275
2005-09-01,West Midlands,1.6757144
2005-09-01,Yorkshire & Humber,1.2907693
2005-10-01,East Anglia,1.9427273
2005-10-01,East Midlands,1.7358333
2005-10-01,London,2.2600002
2005-10-01,North,1.6333333
2005-10-01,North West,1.7035714
2005-10-01,Northern Ireland,1.8
2005-10-01,Scotland,1.702
2005-10-01,South East,1.86
2005-10-01,South West,1.83
2005-10-01,Wales,1.2262499
2005-10-01,West Midlands,1.6275
2005-10-01,Yorkshire & Humber,1.3361537
2005-11-01,East Anglia,1.8453846
2005-11-01,East Midlands,1.7358333
2005-11-01,London,2.3187501
2005-11-01,North,1.6333333
2005-11-01,North West,1.5826666
2005-11-01,Northern Ireland,1.8
2005-11-01,Scotland,1.5475
2005-11-01,South East,1.8366667
2005-11-01,South West,1.7783333
2005-11-01,Wales,1.3642857
2005-11-01,West Midlands,1.553077
2005-11-01,Yorkshire & Humber,1.2515385
2005-12-01,East Anglia,1.8092308
2005-12-01,East Midlands,1.8545455
2005-12-01,London,2.2889473
2005-12-01,North,1.6066666
2005-12-01,North West,1.6025
2005-12-01,Northern Ireland,1.85
2005-12-01,Scotland,1.710909
2005-12-01,South East,1.9058825
2005-12-01,South West,1.8684616
2005-12-01,Wales,1.3914286
2005-12-01,West Midlands,1.6614286
2005-12-01,Yorkshire & Humber,1.2675
2006-01-01,East Anglia,1.7885715
2006-01-01,East Midlands,1.8581818
2006-01-01,London,2.42
2006-01-01,North,1.6
2006-01-01,North West,1.618
2006-01-01,Northern Ireland,1.825
2006-01-01,Scotland,1.6350001
2006-01-01,South East,1.9377779
2006-01-01,South West,1.8827271
2006-01-01,Wales,1.2375
2006-01-01,West Midlands,1.5458332
2006-01-01,Yorkshire & Humber,1.2708334
2006-02-01,East Anglia,1.96
2006-02-01,East Midlands,1.6363636
2006-02-01,London,2.305
2006-02-01,North,1.6633334
2006-02-01,North West,1.6957142
2006-02-01,Northern Ireland,1.6466666
2006-02-01,Scotland,1.5775
2006-02-01,South East,1.7
2006-02-01,South West,1.7645454
2006-02-01,Wales,1.47375
2006-02-01,West Midlands,1.6627274
2006-02-01,Yorkshire & Humber,1.2841667
2006-03-01,East Anglia,1.932143
2006-03-01,East Midlands,1.4909091
2006-03-01,London,2.0370002
2006-03-01,North,1.5483333
2006-03-01,North West,1.76875
2006-03-01,Northern Ireland,1.596
2006-03-01,Scotland,1.4854546
2006-03-01,South East,1.567647
2006-03-01,South West,1.776
2006-03-01,Wales,1.6042858
2006-03-01,West Midlands,1.6207693
2006-03-01,Yorkshire & Humber,1.1692307
2006-04-01,East Anglia,1.9257144
2006-04-01,East Midlands,1.4909091
2006-04-01,London,2.078421
2006-04-01,North,1.4742857
2006-04-01,North West,1.672
2006-04-01,Northern Ireland,1.7520001
2006-04-01,Scotland,1.6153846
2006-04-01,South East,1.5773685
2006-04-01,South West,1.6691667
2006-04-01,Wales,1.5237501
2006-04-01,West Midlands,1.8092308
2006-04-01,Yorkshire & Humber,1.1341666
2006-05-01,East Anglia,2.036923
2006-05-01,East Midlands,1.4658333
2006-05-01,London,2.027
2006-05-01,North,1.6571429
2006-05-01,North West,1.7520001
2006-05-01,Northern Ireland,1.7520001
2006-05-01,Scotland,1.6833334
2006-05-01,South East,1.5488889
2006-05-01,South West,1.6569232
2006-05-01,Wales,1.4075
2006-05-01,West Midlands,1.6642857
2006-05-01,Yorkshire & Humber,1.1333333
2006-06-01,East Anglia,1.9142857
2006-06-01,East Midlands,1.4716667
2006-06-01,London,2.1389472
2006-06-01,North,1.6571429
2006-06-01,North West,1.756
2006-06-01,Northern Ireland,1.725
2006-06-01,Scotland,1.6023077
2006-06-01,South East,1.5488889
2006-06-01,South West,1.6066667
2006-06-01,Wales,1.3975
2006-06-01,West Midlands,1.7538463
2006-06-01,Yorkshire & Humber,1.3115385
2006-07-01,East Anglia,1.8071429
2006-07-01,East Midlands,1.4725
2006-07-01,London,1.9970001
2006-07-01,North,1.5585715
2006-07-01,North West,1.6164286
2006-07-01,Northern Ireland,1.725
2006-07-01,Scotland,1.6
2006-07-01,South East,1.4405
2006-07-01,South West,1.643077
2006-07-01,Wales,1.36
2006-07-01,West Midlands,1.5461539
2006-07-01,Yorkshire & Humber,1.3175
2006-08-01,East Anglia,1.7564286
2006-08-01,East Midlands,1.4725
2006-08-01,London,2.0194736
2006-08-01,North,1.5514287
2006-08-01,North West,1.6273333
2006-08-01,Northern Ireland,1.61
2006-08-01,Scotland,1.6138461
2006-08-01,South East,1.4211111
2006-08-01,South West,1.73
2006-08-01,Wales,1.3975
2006-08-01,West Midlands,1.5153847
2006-08-01,Yorkshire & Humber,1.3175
2006-09-01,East Anglia,1.9146155
2006-09-01,East Midlands,1.283
2006-09-01,London,2.0375
2006-09-01,North,1.6516666
2006-09-01,North West,1.6484616
2006-09-01,Northern Ireland,1.658
2006-09-01,Scotland,1.6415385
2006-09-01,South East,1.5868421
2006-09-01,South West,1.6075001
2006-09-01,Wales,1.5742857
2006-09-01,West Midlands,1.583077
2006-09-01,Yorkshire & Humber,1.2938461
2006-10-01,East Anglia,1.7886666
2006-10-01,East Midlands,1.4725
2006-10-01,London,2.0365
2006-10-01,North,1.66
2006-10-01,North West,1.7306668
2006-10-01,Northern Ireland,1.618
2006-10-01,Scotland,1.5358334
2006-10-01,South East,1.6341177
2006-10-01,South West,1.5723077
2006-10-01,Wales,1.3975
2006-10-01,West Midlands,1.583077
2006-10-01,Yorkshire & Humber,1.3123076
2006-11-01,East Anglia,1.7853334
2006-11-01,East Midlands,1.4018182
2006-11-01,London,2.0375
2006-11-01,North,1.61
2006-11-01,North West,1.6566666
2006-11-01,Northern Ireland,1.608
2006-11-01,Scotland,1.6753846
2006-11-01,South East,1.5789474
2006-11-01,South West,1.6421429
2006-11-01,Wales,1.3728572
2006-11-01,West Midlands,1.5607144
2006-11-01,Yorkshire & Humber,1.3123076
2006-12-01,East Anglia,1.8292857
2006-12-01,East Midlands,1.4725
2006-12-01,London,2.0610526
2006-12-01,North,1.7014285
2006-12-01,North West,1.708125
2006-12-01,Northern Ireland,1.608
2006-12-01,Scotland,1.64
2006-12-01,South East,1.534
2006-12-01,South West,1.5723077
2006-12-01,Wales,1.3975
2006-12-01,West Midlands,1.5615385
2006-12-01,Yorkshire & Humber,1.4258333
2007-01-01,East Anglia,1.8186667
2007-01-01,East Midlands,1.4018182
2007-01-01,London,2.0605555
2007-01-01,North,1.7014285
2007-01-01,North West,1.6257143
2007-01-01,Northern Ireland,1.6916666
2007-01-01,Scotland,1.7555556
2007-01-01,South East,1.4366666
2007-01-01,South West,1.7392309
2007-01-01,Wales,1.4271429
2007-01-01,West Midlands,1.4727273
2007-01-01,Yorkshire & Humber,1.4091667
2007-02-01,East Anglia,1.6369231
2007-02-01,East Midlands,1.4009091
2007-02-01,London,1.8941177
2007-02-01,North,1.6371429
2007-02-01,North West,1.583125
2007-02-01,Northern Ireland,1.7550001
2007-02-01,Scotland,1.7044444
2007-02-01,South East,1.4128572
2007-02-01,South West,1.75
2007-02-01,Wales,1.4271429
2007-02-01,West Midlands,1.4254546
2007-02-01,Yorkshire & Humber,1.4016666
2007-03-01,East Anglia,1.7492307
2007-03-01,East Midlands,1.4716667
2007-03-01,London,2.0582354
2007-03-01,North,1.6157143
2007-03-01,North West,1.6170588
2007-03-01,Northern Ireland,1.6716667
2007-03-01,Scotland,1.6790001
2007-03-01,South East,1.3846667
2007-03-01,South West,1.7833333
2007-03-01,Wales,1.4271429
2007-03-01,West Midlands,1.411
2007-03-01,Yorkshire & Humber,1.4016666
2007-04-01,East Anglia,1.9292308
2007-04-01,East Midlands,1.4472728
2007-04-01,London,2.0917647
2007-04-01,North,1.6371429
2007-04-01,North West,1.656875
2007-04-01,Northern Ireland,1.792
2007-04-01,Scotland,1.6600001
2007-04-01,South East,1.609375
2007-04-01,South West,1.6746154
2007-04-01,Wales,1.4171429
2007-04-01,West Midlands,1.4254546
2007-04-01,Yorkshire & Humber,1.3958334
2007-05-01,East Anglia,1.7458334
2007-05-01,East Midlands,1.4909091
2007-05-01,London,2.1205263
2007-05-01,North,1.7114285
2007-05-01,North West,1.6270589
2007-05-01,Northern Ireland,1.7283334
2007-05-01,Scotland,1.6970001
2007-05-01,South East,1.6533333
2007-05-01,South West,1.6684616
2007-05-01,Wales,1.4414285
2007-05-01,West Midlands,1.5083333
2007-05-01,Yorkshire & Humber,1.41
2007-06-01,East Anglia,1.665
2007-06-01,East Midlands,1.5233334
2007-06-01,London,2.2527778
2007-06-01,North,1.7357142
2007-06-01,North West,1.6270589
2007-06-01,Northern Ireland,1.8116666
2007-06-01,Scotland,1.6327274
2007-06-01,South East,1.6705556
2007-06-01,South West,1.7099999
2007-06-01,Wales,1.4985714
2007-06-01,West Midlands,1.5533333
2007-06-01,Yorkshire & Humber,1.41
2007-07-01,East Anglia,1.9623077
2007-07-01,East Midlands,1.53
2007-07-01,London,2.111
2007-07-01,North,1.75
2007-07-01,North West,1.632353
2007-07-01,Northern Ireland,1.6600001
2007-07-01,Scotland,1.731
2007-07-01,South East,1.5431579
2007-07-01,South West,1.5008334
2007-07-01,Wales,1.4985714
2007-07-01,West Midlands,1.5363636
2007-07-01,Yorkshire & Humber,1.4772727
2007-08-01,East Anglia,1.9615384
2007-08-01,East Midlands,1.4354545
2007-08-01,London,2.0904763
2007-08-01,North,1.75
2007-08-01,North West,1.5911764
2007-08-01,Northern Ireland,1.676
2007-08-01,Scotland,1.731
2007-08-01,South East,1.6177778
2007-08-01,South West,1.5008334
2007-08-01,Wales,1.4742857
2007-08-01,West Midlands,1.6627274
2007-08-01,Yorkshire & Humber,1.4681817
2007-09-01,East Anglia,1.9846154
2007-09-01,East Midlands,1.33
2007-09-01,London,2.1945
2007-09-01,North,1.75
2007-09-01,North West,1.6064707
2007-09-01,Northern Ireland,1.826
2007-09-01,Scotland,1.7741667
2007-09-01,South East,1.5852631
2007-09-01,South West,1.6424999
2007-09-01,Wales,1.4985714
2007-09-01,West Midlands,1.654
2007-09-01,Yorkshire & Humber,1.305
2007-10-01,East Anglia,1.9769231
2007-10-01,East Midlands,1.4445454
2007-10-01,London,2.1711764
2007-10-01,North,1.71
2007-10-01,North West,1.5958823
2007-10-01,Northern Ireland,1.826
2007-10-01,Scotland,1.7583333
2007-10-01,South East,1.5561111
2007-10-01,South West,1.5742857
2007-10-01,Wales,1.5185715
2007-10-01,West Midlands,1.6149999
2007-10-01,Yorkshire & Humber,1.3430768
2007-11-01,East Anglia,1.9315385
2007-11-01,East Midlands,1.5099999
2007-11-01,London,2.0447369
2007-11-01,North,1.7357142
2007-11-01,North West,1.64125
2007-11-01,Northern Ireland,1.69
2007-11-01,Scotland,1.7881818
2007-11-01,South East,1.506875
2007-11-01,South West,1.59
2007-11-01,Wales,1.4566666
2007-11-01,West Midlands,1.561
2007-11-01,Yorkshire & Humber,1.3515384
2007-12-01,East Anglia,2.0241668
2007-12-01,East Midlands,1.5116667
2007-12-01,London,2.119375
2007-12-01,North,1.7314285
2007-12-01,North West,1.625
2007-12-01,Northern Ireland,1.79
2007-12-01,Scotland,1.628
2007-12-01,South East,1.66625
2007-12-01,South West,1.5823077
2007-12-01,Wales,1.4971428
2007-12-01,West Midlands,1.8879999
2007-12-01,Yorkshire & Humber,1.3066667
2008-01-01,East Anglia,1.9578571
2008-01-01,East Midlands,1.525
2008-01-01,London,2.1353333
2008-01-01,North,1.7300001
2008-01-01,North West,1.574375
2008-01-01,Northern Ireland,1.7716666
2008-01-01,Scotland,1.7091666
2008-01-01,South East,1.69
2008-01-01,South West,1.6758333
2008-01-01,Wales,1.4928571
2008-01-01,West Midlands,1.7336364
2008-01-01,Yorkshire & Humber,1.3141667
2008-02-01,East Anglia,2.080769
2008-02-01,East Midlands,1.5258332
2008-02-01,London,1.8564706
2008-02-01,North,1.6457144
2008-02-01,North West,1.519375
2008-02-01,Northern Ireland,1.755
2008-02-01,Scotland,1.7253846
2008-02-01,South East,1.744375
2008-02-01,South West,1.696923
2008-02-01,Wales,1.31625
2008-02-01,West Midlands,1.6266667
2008-02-01,Yorkshire & Humber,1.2883333
2008-03-01,East Anglia,2.066154
2008-03-01,East Midlands,1.4883333
2008-03-01,London,2.0405881
2008-03-01,North,1.7128571
