Date,Region,Mean
1993-11-01,Northern Ireland,0.94200003
1993-11-01,Scotland,1.0011111
1993-11-01,South East,1.0236841
1993-11-01,South West,1.03
1993-11-01,Wales,0.93133336
1993-11-01,West Midlands,1.0457895
1993-11-01,Yorkshire & Humber,0.88272727
1993-12-01,East Anglia,0.9938462
1993-12-01,East Midlands,0.9614286
1993-12-01,London,1.0011111
1993-12-01,North,1.0044445
1993-12-01,North West,0.98681813
1993-12-01,Northern Ireland,0.94200003
1993-12-01,Scotland,1.0515789
1993-12-01,South East,1.0604545
1993-12-01,South West,1.0826316
1993-12-01,Wales,0.9425
1993-12-01,West Midlands,1.0563158
1993-12-01,Yorkshire & Humber,0.9271429
1994-01-01,East Anglia,0.9930769
1994-01-01,East Midlands,0.96857136
1994-01-01,London,1.0333334
1994-01-01,North,1.0264707
1994-01-01,North West,1.0059091
1994-01-01,Northern Ireland,0.94200003
1994-01-01,Scotland,1.0266666
1994-01-01,South East,1.0670834
1994-01-01,South West,1.0655
1994-01-01,Wales,0.9566667
1994-01-01,West Midlands,1.0644444
1994-01-01,Yorkshire & Humber,0.94
1994-02-01,East Anglia,0.97999996
1994-02-01,East Midlands,1.0026667
1994-02-01,London,1.0775
1994-02-01,North,1.064375
1994-02-01,North West,1.0177273
1994-02-01,Northern Ireland,0.98
1994-02-01,Scotland,1.0925
1994-02-01,South East,1.0728571
1994-02-01,South West,1.0652941
1994-02-01,Wales,0.995
1994-02-01,West Midlands,1.071
1994-02-01,Yorkshire & Humber,0.9281818
1994-03-01,East Anglia,1.0018182
1994-03-01,East Midlands,1.0126666
1994-03-01,London,1.090625
1994-03-01,North,1.0806668
1994-03-01,North West,1.0333334
1994-03-01,Northern Ireland,1.01
1994-03-01,Scotland,1.08875
1994-03-01,South East,1.0861905
1994-03-01,South West,1.0441177
1994-03-01,Wales,1.0114286
1994-03-01,West Midlands,1.0769999
1994-03-01,Yorkshire & Humber,0.9715385
1994-04-01,East Anglia,1.0181818
1994-04-01,East Midlands,1.0126667
1994-04-01,London,1.088125
1994-04-01,North,1.085
1994-04-01,North West,1.0442858
1994-04-01,Northern Ireland,1.0766667
1994-04-01,Scotland,1.1117647
1994-04-01,South East,1.105
1994-04-01,South West,1.0829412
1994-04-01,Wales,1.045
1994-04-01,West Midlands,1.093
1994-04-01,Yorkshire & Humber,0.99230766
1994-05-01,East Anglia,1.0007693
1994-05-01,East Midlands,1.0342858
1994-05-01,London,1.1211112
1994-05-01,North,1.1017647
1994-05-01,North West,1.0586364
1994-05-01,Northern Ireland,1.034
1994-05-01,Scotland,1.1233333
1994-05-01,South East,1.1345834
1994-05-01,South West,1.1158823
1994-05-01,Wales,1.0218182
1994-05-01,West Midlands,1.1159999
1994-05-01,Yorkshire & Humber,1.00125
1994-06-01,East Anglia,0.99
1994-06-01,East Midlands,1.034
1994-06-01,London,1.1
1994-06-01,North,1.1044444
1994-06-01,North West,1.0672727
1994-06-01,Northern Ireland,0.9566667
1994-06-01,Scotland,1.1273685
1994-06-01,South East,1.1191304
1994-06-01,South West,1.122353
1994-06-01,Wales,1.0276923
1994-06-01,West Midlands,1.1025
1994-06-01,Yorkshire & Humber,1.0182352
1994-07-01,East Anglia,1.0057143
1994-07-01,East Midlands,1.034
1994-07-01,London,1.1190909
1994-07-01,North,1.137647
1994-07-01,North West,1.0734783
1994-07-01,Northern Ireland,1.05
1994-07-01,Scotland,1.1310526
1994-07-01,South East,1.1258334
1994-07-01,South West,1.1245
1994-07-01,Wales,1.0364286
1994-07-01,West Midlands,1.1005
1994-07-01,Yorkshire & Humber,1.0027777
1994-08-01,East Anglia,1.012
1994-08-01,East Midlands,1.0371429
1994-08-01,London,1.1522222
1994-08-01,North,1.14
1994-08-01,North West,1.0923529
1994-08-01,Northern Ireland,1.105
1994-08-01,Scotland,1.1270589
1994-08-01,South East,1.1152381
1994-08-01,South West,1.1264285
1994-08-01,Wales,1.0575
1994-08-01,West Midlands,1.1188889
1994-08-01,Yorkshire & Humber,1.022
1994-09-01,East Anglia,0.98
1994-09-01,East Midlands,1.0471429
1994-09-01,London,1.1395239
1994-09-01,North,1.1521052
1994-09-01,North West,1.0681819
1994-09-01,Northern Ireland,1.145
1994-09-01,Scotland,1.1510527
1994-09-01,South East,1.1375
1994-09-01,South West,1.1044445
1994-09-01,Wales,1.0376923
1994-09-01,West Midlands,1.12
1994-09-01,Yorkshire & Humber,1.0094118
1994-10-01,East Anglia,1.0214286
1994-10-01,East Midlands,1.034
1994-10-01,London,1.12
1994-10-01,North,1.1466666
1994-10-01,North West,1.0654546
1994-10-01,Northern Ireland,1.0866667
1994-10-01,Scotland,1.118125
1994-10-01,South East,1.1213044
1994-10-01,South West,1.1394445
1994-10-01,Wales,1.0941666
1994-10-01,West Midlands,1.118
1994-10-01,Yorkshire & Humber,1.0044445
1994-11-01,East Anglia,1.0142857
1994-11-01,East Midlands,1.0473334
1994-11-01,London,1.1231818
1994-11-01,North,1.14
1994-11-01,North West,1.0623809
1994-11-01,Northern Ireland,1.066
1994-11-01,Scotland,1.0994445
1994-11-01,South East,1.11875
1994-11-01,South West,1.1076471
1994-11-01,Wales,1.1142857
1994-11-01,West Midlands,1.087
1994-11-01,Yorkshire & Humber,1.0083333
1994-12-01,East Anglia,1.0
1994-12-01,East Midlands,1.0442857
1994-12-01,London,1.1005
1994-12-01,North,1.1563158
1994-12-01,North West,1.0681819
1994-12-01,Northern Ireland,1.0866667
1994-12-01,Scotland,1.1126316
1994-12-01,South East,1.1129166
1994-12-01,South West,1.0635
1994-12-01,Wales,1.0826666
1994-12-01,West Midlands,1.1078947
1994-12-01,Yorkshire & Humber,1.0135294
1995-01-01,East Anglia,1.0
1995-01-01,East Midlands,1.0438461
1995-01-01,London,1.0836364
1995-01-01,North,1.1563158
1995-01-01,North West,1.069091
1995-01-01,Northern Ireland,1.074
1995-01-01,Scotland,1.1177778
1995-01-01,South East,1.11125
1995-01-01,South West,1.052
1995-01-01,Wales,1.0979999
1995-01-01,West Midlands,1.0945
1995-01-01,Yorkshire & Humber,1.0135294
1995-02-01,East Anglia,0.9890909
1995-02-01,East Midlands,1.0442857
1995-02-01,London,1.1004544
1995-02-01,North,1.12
1995-02-01,North West,1.0613637
1995-02-01,Northern Ireland,1.0550001
1995-02-01,Scotland,1.1184615
1995-02-01,South East,1.1015384
1995-02-01,South West,1.1035
1995-02-01,Wales,1.039091
1995-02-01,West Midlands,1.1394999
1995-02-01,Yorkshire & Humber,0.98823524
1995-03-01,East Anglia,0.9953846
1995-03-01,East Midlands,1.0507143
1995-03-01,London,1.0940909
1995-03-01,North,1.0453846
1995-03-01,North West,1.0654546
1995-03-01,Northern Ireland,0.9766667
1995-03-01,Scotland,1.10625
1995-03-01,South East,1.0870833
1995-03-01,South West,1.1025
1995-03-01,Wales,1.0508333
1995-03-01,West Midlands,1.1327777
1995-03-01,Yorkshire & Humber,1.029375
1995-04-01,East Anglia,1.0061538
1995-04-01,East Midlands,1.0706251
1995-04-01,London,1.0979167
1995-04-01,North,1.0933334
1995-04-01,North West,1.0583333
1995-04-01,Northern Ireland,1.074
1995-04-01,Scotland,1.14
1995-04-01,South East,1.1120833
1995-04-01,South West,1.1059091
1995-04-01,Wales,1.0593333
1995-04-01,West Midlands,1.1454166
1995-04-01,Yorkshire & Humber,1.11
1995-05-01,East Anglia,1.0058333
1995-05-01,East Midlands,1.071875
1995-05-01,London,1.0990477
1995-05-01,North,1.1052942
1995-05-01,North West,1.0526086
1995-05-01,Northern Ireland,1.0866667
1995-05-01,Scotland,1.1526315
1995-05-01,South East,1.1133333
1995-05-01,South West,1.1213636
1995-05-01,Wales,1.0592858
1995-05-01,West Midlands,1.1472
1995-05-01,Yorkshire & Humber,1.1
1995-06-01,East Anglia,1.0153846
1995-06-01,East Midlands,1.063125
1995-06-01,London,1.1061904
1995-06-01,North,1.105
1995-06-01,North West,1.0630769
1995-06-01,Northern Ireland,1.0866667
1995-06-01,Scotland,1.1515789
1995-06-01,South East,1.1214814
1995-06-01,South West,1.1156522
1995-06-01,Wales,1.0535715
1995-06-01,West Midlands,1.1496
1995-06-01,Yorkshire & Humber,1.0716666
1995-07-01,East Anglia,1.080909
1995-07-01,East Midlands,1.12
1995-07-01,London,1.1274999
1995-07-01,North,1.13625
1995-07-01,North West,1.0747826
1995-07-01,Northern Ireland,1.146
1995-07-01,Scotland,1.1827778
1995-07-01,South East,1.1354166
1995-07-01,South West,1.1390476
1995-07-01,Wales,1.1711111
1995-07-01,West Midlands,1.18
1995-07-01,Yorkshire & Humber,1.100625
1995-08-01,East Anglia,1.0342857
1995-08-01,East Midlands,1.0985714
1995-08-01,London,1.1159091
1995-08-01,North,1.11875
1995-08-01,North West,1.0586957
1995-08-01,Northern Ireland,1.0866667
1995-08-01,Scotland,1.1571429
1995-08-01,South East,1.1375862
1995-08-01,South West,1.1269566
1995-08-01,Wales,1.1125001
1995-08-01,West Midlands,1.167826
1995-08-01,Yorkshire & Humber,1.0949999
1995-09-01,East Anglia,1.0616666
1995-09-01,East Midlands,1.1584615
1995-09-01,London,1.1305001
1995-09-01,North,1.145625
1995-09-01,North West,1.0852175
1995-09-01,Northern Ireland,1.0866667
1995-09-01,Scotland,1.1961905
1995-09-01,South East,1.1696428
1995-09-01,South West,1.1613636
1995-09-01,Wales,1.145
1995-09-01,West Midlands,1.1595454
1995-09-01,Yorkshire & Humber,1.143125
1995-10-01,East Anglia,1.0714285
1995-10-01,East Midlands,1.1564286
1995-10-01,London,1.1513044
1995-10-01,North,1.165625
1995-10-01,North West,1.0947826
1995-10-01,Northern Ireland,1.1033334
1995-10-01,Scotland,1.2019048
1995-10-01,South East,1.1811111
1995-10-01,South West,1.1914285
1995-10-01,Wales,1.1183333
1995-10-01,West Midlands,1.1875
1995-10-01,Yorkshire & Humber,1.165294
1995-11-01,East Anglia,1.1028572
1995-11-01,East Midlands,1.155
1995-11-01,London,1.163913
1995-11-01,North,1.1694117
1995-11-01,North West,1.09
1995-11-01,Northern Ireland,1.1033334
1995-11-01,Scotland,1.2110527
1995-11-01,South East,1.1962068
1995-11-01,South West,1.1733333
1995-11-01,Wales,1.1533333
1995-11-01,West Midlands,1.1773913
1995-11-01,Yorkshire & Humber,1.1175001
1995-12-01,East Anglia,1.0761539
1995-12-01,East Midlands,1.1506667
1995-12-01,London,1.1858333
1995-12-01,North,1.17
1995-12-01,North West,1.1123999
1995-12-01,Northern Ireland,1.1033334
1995-12-01,Scotland,1.214762
1995-12-01,South East,1.1999999
1995-12-01,South West,1.1672727
1995-12-01,Wales,1.2392857
1995-12-01,West Midlands,1.155
1995-12-01,Yorkshire & Humber,1.181875
1996-01-01,East Anglia,1.1028572
1996-01-01,East Midlands,1.1439999
1996-01-01,London,1.151
1996-01-01,North,1.1926316
1996-01-01,North West,1.118889
1996-01-01,Northern Ireland,1.1033334
1996-01-01,Scotland,1.2149999
1996-01-01,South East,1.1999999
1996-01-01,South West,1.1730001
1996-01-01,Wales,1.2392857
1996-01-01,West Midlands,1.1708333
1996-01-01,Yorkshire & Humber,1.2584211
1996-02-01,East Anglia,1.0754546
1996-02-01,East Midlands,1.165294
1996-02-01,London,1.1810527
1996-02-01,North,1.2413332
1996-02-01,North West,1.1712
1996-02-01,Northern Ireland,1.1033334
1996-02-01,Scotland,1.20125
1996-02-01,South East,1.2251428
1996-02-01,South West,1.1905264
1996-02-01,Wales,1.2171429
1996-02-01,West Midlands,1.192
1996-02-01,Yorkshire & Humber,1.2666667
1996-03-01,East Anglia,1.1146153
1996-03-01,East Midlands,1.1723529
1996-03-01,London,1.1913637
1996-03-01,North,1.254
1996-03-01,North West,1.1729167
1996-03-01,Northern Ireland,1.1033334
1996-03-01,Scotland,1.2047058
1996-03-01,South East,1.2222856
1996-03-01,South West,1.1961112
1996-03-01,Wales,1.1315385
1996-03-01,West Midlands,1.2077777
1996-03-01,Yorkshire & Humber,1.174375
1996-04-01,East Anglia,1.1069231
1996-04-01,East Midlands,1.1741176
1996-04-01,London,1.2226087
1996-04-01,North,1.26
1996-04-01,North West,1.1724
1996-04-01,Northern Ireland,1.1033334
1996-04-01,Scotland,1.1911764
1996-04-01,South East,1.2267647
1996-04-01,South West,1.1971428
1996-04-01,Wales,1.1453847
1996-04-01,West Midlands,1.2022222
1996-04-01,Yorkshire & Humber,1.233889
1996-05-01,East Anglia,1.1069231
1996-05-01,East Midlands,1.1782353
1996-05-01,London,1.2234782
1996-05-01,North,1.2678572
1996-05-01,North West,1.1744
1996-05-01,Northern Ireland,1.0979999
1996-05-01,Scotland,1.2094445
1996-05-01,South East,1.2372222
1996-05-01,South West,1.2042106
1996-05-01,Wales,1.1313335
1996-05-01,West Midlands,1.1938095
1996-05-01,Yorkshire & Humber,1.2249999
1996-06-01,East Anglia,1.1190909
1996-06-01,East Midlands,1.19375
1996-06-01,London,1.238
1996-06-01,North,1.3076923
1996-06-01,North West,1.1991304
1996-06-01,Northern Ireland,1.09
1996-06-01,Scotland,1.2452941
1996-06-01,South East,1.2477777
1996-06-01,South West,1.2225
1996-06-01,Wales,1.1253846
1996-06-01,West Midlands,1.2184999
1996-06-01,Yorkshire & Humber,1.2547059
1996-07-01,East Anglia,1.08
1996-07-01,East Midlands,1.1611764
1996-07-01,London,1.201579
1996-07-01,North,1.2266667
1996-07-01,North West,1.1816667
1996-07-01,Northern Ireland,1.1183333
1996-07-01,Scotland,1.1933333
1996-07-01,South East,1.2256756
1996-07-01,South West,1.1863159
1996-07-01,Wales,1.1113334
1996-07-01,West Midlands,1.1952381
1996-07-01,Yorkshire & Humber,1.1358824
1996-08-01,East Anglia,1.072
1996-08-01,East Midlands,1.1693333
1996-08-01,London,1.2545
1996-08-01,North,1.168
1996-08-01,North West,1.1833333
1996-08-01,Northern Ireland,1.204
1996-08-01,Scotland,1.2066667
1996-08-01,South East,1.2396553
1996-08-01,South West,1.1926666
1996-08-01,Wales,1.1346154
1996-08-01,West Midlands,1.1764706
1996-08-01,Yorkshire & Humber,1.1993333
1996-09-01,East Anglia,1.105
1996-09-01,East Midlands,1.1733334
1996-09-01,London,1.2429413
1996-09-01,North,1.1655555
1996-09-01,North West,1.196
1996-09-01,Northern Ireland,1.175
1996-09-01,Scotland,1.21
1996-09-01,South East,1.2456666
1996-09-01,South West,1.2046666
1996-09-01,Wales,1.09
1996-09-01,West Midlands,1.1899999
1996-09-01,Yorkshire & Humber,1.206
1996-10-01,East Anglia,1.1288888
1996-10-01,East Midlands,1.2135714
1996-10-01,London,1.265238
1996-10-01,North,1.174
1996-10-01,North West,1.1983333
1996-10-01,Northern Ireland,1.175
1996-10-01,Scotland,1.2106667
1996-10-01,South East,1.2490001
1996-10-01,South West,1.2075
1996-10-01,Wales,1.09
1996-10-01,West Midlands,1.1899999
1996-10-01,Yorkshire & Humber,1.212
1996-11-01,East Anglia,1.1288888
1996-11-01,East Midlands,1.2264286
1996-11-01,London,1.2604761
1996-11-01,North,1.174
1996-11-01,North West,1.1983333
1996-11-01,Northern Ireland,1.175
1996-11-01,Scotland,1.2106667
1996-11-01,South East,1.2457143
1996-11-01,South West,1.208125
1996-11-01,Wales,1.0946155
1996-11-01,West Midlands,1.179375
1996-11-01,Yorkshire & Humber,1.2214286
1996-12-01,East Anglia,1.1255555
1996-12-01,East Midlands,1.1806666
1996-12-01,London,1.2604761
1996-12-01,North,1.184
1996-12-01,North West,1.2078948
1996-12-01,Northern Ireland,1.198
1996-12-01,Scotland,1.2199999
1996-12-01,South East,1.2382144
1996-12-01,South West,1.216
1996-12-01,Wales,1.09
1996-12-01,West Midlands,1.1682353
1996-12-01,Yorkshire & Humber,1.1614286
1997-01-01,East Anglia,1.11
1997-01-01,East Midlands,1.1766666
1997-01-01,London,1.2345
1997-01-01,North,1.19
1997-01-01,North West,1.1927778
1997-01-01,Northern Ireland,1.155
1997-01-01,Scotland,1.2199999
1997-01-01,South East,1.25
1997-01-01,South West,1.208125
1997-01-01,Wales,1.093077
1997-01-01,West Midlands,1.181875
1997-01-01,Yorkshire & Humber,1.1800001
1997-02-01,East Anglia,1.1177778
1997-02-01,East Midlands,1.1786667
1997-02-01,London,1.2305
1997-02-01,North,1.180909
1997-02-01,North West,1.1988236
1997-02-01,Northern Ireland,1.0977778
1997-02-01,Scotland,1.2574999
1997-02-01,South East,1.2618182
1997-02-01,South West,1.2099999
1997-02-01,Wales,1.0481818
1997-02-01,West Midlands,1.215
1997-02-01,Yorkshire & Humber,1.2038461
1997-03-01,East Anglia,1.1270001
1997-03-01,East Midlands,1.1786667
1997-03-01,London,1.2475001
1997-03-01,North,1.164
1997-03-01,North West,1.2205882
1997-03-01,Northern Ireland,1.0977778
1997-03-01,Scotland,1.2080001
1997-03-01,South East,1.259697
1997-03-01,South West,1.2033333
1997-03-01,Wales,1.0255556
1997-03-01,West Midlands,1.2311765
1997-03-01,Yorkshire & Humber,1.206
1997-04-01,East Anglia,1.133
1997-04-01,East Midlands,1.1786667
1997-04-01,London,1.2666667
1997-04-01,North,1.1963636
1997-04-01,North West,1.2158823
1997-04-01,Northern Ireland,1.0977778
1997-04-01,Scotland,1.1978571
1997-04-01,South East,1.2565625
1997-04-01,South West,1.2033333
1997-04-01,Wales,1.0609092
1997-04-01,West Midlands,1.2311765
1997-04-01,Yorkshire & Humber,1.2173333
1997-05-01,East Anglia,1.131
1997-05-01,East Midlands,1.1613333
1997-05-01,London,1.2557895
1997-05-01,North,1.2033334
1997-05-01,North West,1.2177777
1997-05-01,Northern Ireland,1.07375
1997-05-01,Scotland,1.2373333
1997-05-01,South East,1.2521212
1997-05-01,South West,1.215
1997-05-01,Wales,1.072
1997-05-01,West Midlands,1.2311765
1997-05-01,Yorkshire & Humber,1.2130768
1997-06-01,East Anglia,1.124
1997-06-01,East Midlands,1.1478571
1997-06-01,London,1.2627778
1997-06-01,North,1.199091
1997-06-01,North West,1.2344444
1997-06-01,Northern Ireland,1.0485715
1997-06-01,Scotland,1.2373333
1997-06-01,South East,1.2531251
1997-06-01,South West,1.2071428
1997-06-01,Wales,1.072
1997-06-01,West Midlands,1.2276471
1997-06-01,Yorkshire & Humber,1.2073333
1997-07-01,East Anglia,1.138
1997-07-01,East Midlands,1.1586667
1997-07-01,London,1.2189474
1997-07-01,North,1.194
1997-07-01,North West,1.2276471
1997-07-01,Northern Ireland,1.07875
1997-07-01,Scotland,1.2306666
1997-07-01,South East,1.2521875
1997-07-01,South West,1.2080001
1997-07-01,Wales,1.03
1997-07-01,West Midlands,1.2270589
1997-07-01,Yorkshire & Humber,1.2073333
1997-08-01,East Anglia,1.131
1997-08-01,East Midlands,1.1586666
1997-08-01,London,1.2555556
1997-08-01,North,1.2209091
1997-08-01,North West,1.22625
1997-08-01,Northern Ireland,1.0977778
1997-08-01,Scotland,1.246875
1997-08-01,South East,1.2603126
1997-08-01,South West,1.2046666
1997-08-01,Wales,1.0527272
1997-08-01,West Midlands,1.2270589
1997-08-01,Yorkshire & Humber,1.2126667
1997-09-01,East Anglia,1.131
1997-09-01,East Midlands,1.1492857
1997-09-01,London,1.2216667
1997-09-01,North,1.2209091
1997-09-01,North West,1.2127777
1997-09-01,Northern Ireland,1.0977778
1997-09-01,Scotland,1.240625
1997-09-01,South East,1.2583872
1997-09-01,South West,1.2075
1997-09-01,Wales,1.1190909
1997-09-01,West Midlands,1.2270589
1997-09-01,Yorkshire & Humber,1.2066667
1997-10-01,East Anglia,1.138
1997-10-01,East Midlands,1.1492857
1997-10-01,London,1.236
1997-10-01,North,1.2209091
1997-10-01,North West,1.1970588
1997-10-01,Northern Ireland,1.04125
1997-10-01,Scotland,1.234375
1997-10-01,South East,1.2565625
1997-10-01,South West,1.2075
1997-10-01,Wales,1.0763637
1997-10-01,West Midlands,1.2270589
1997-10-01,Yorkshire & Humber,1.2066667
1997-11-01,East Anglia,1.138
1997-11-01,East Midlands,1.1653333
1997-11-01,London,1.2215
1997-11-01,North,1.2766666
1997-11-01,North West,1.2244445
1997-11-01,Northern Ireland,1.07375
1997-11-01,Scotland,1.2306666
1997-11-01,South East,1.2533333
1997-11-01,South West,1.2046666
1997-11-01,Wales,1.0490909
1997-11-01,West Midlands,1.2270589
1997-11-01,Yorkshire & Humber,1.2066667
1997-12-01,East Anglia,1.138
1997-12-01,East Midlands,1.1492857
1997-12-01,London,1.2520001
1997-12-01,North,1.2766666
1997-12-01,North West,1.2041177
1997-12-01,Northern Ireland,1.12
1997-12-01,Scotland,1.2292856
1997-12-01,South East,1.255625
1997-12-01,South West,1.1750001
1997-12-01,Wales,1.0763637
1997-12-01,West Midlands,1.216875
1997-12-01,Yorkshire & Humber,1.2066667
1998-01-01,East Anglia,1.1255555
1998-01-01,East Midlands,1.1564286
1998-01-01,London,1.2411112
1998-01-01,North,1.2541667
1998-01-01,North West,1.1775
1998-01-01,Northern Ireland,1.12
1998-01-01,Scotland,1.2306666
1998-01-01,South East,1.25625
1998-01-01,South West,1.205625
1998-01-01,Wales,1.085
1998-01-01,West Midlands,1.2270589
1998-01-01,Yorkshire & Humber,1.2080001
1998-02-01,East Anglia,1.2166667
1998-02-01,East Midlands,1.201
1998-02-01,London,1.3858824
1998-02-01,North,1.33375
1998-02-01,North West,1.275
1998-02-01,Northern Ireland,1.148
1998-02-01,Scotland,1.3116666
1998-02-01,South East,1.34
1998-02-01,South West,1.3145455
1998-02-01,Wales,1.2642858
1998-02-01,West Midlands,1.3685714
1998-02-01,Yorkshire & Humber,1.3207692
1998-03-01,East Anglia,1.2333333
1998-03-01,East Midlands,1.2309091
1998-03-01,London,1.3858824
1998-03-01,North,1.3475
1998-03-01,North West,1.2742857
1998-03-01,Northern Ireland,1.218
1998-03-01,Scotland,1.3100001
1998-03-01,South East,1.3468966
1998-03-01,South West,1.3484616
1998-03-01,Wales,1.3125
1998-03-01,West Midlands,1.3713334
1998-03-01,Yorkshire & Humber,1.3307692
1998-04-01,East Anglia,1.2642858
1998-04-01,East Midlands,1.2491666
1998-04-01,London,1.3633333
1998-04-01,North,1.387
1998-04-01,North West,1.2786667
1998-04-01,Northern Ireland,1.218
1998-04-01,Scotland,1.3283334
1998-04-01,South East,1.33
1998-04-01,South West,1.3163637
1998-04-01,Wales,1.3125
1998-04-01,West Midlands,1.3464286
1998-04-01,Yorkshire & Humber,1.3238461
1998-05-01,East Anglia,1.2642858
1998-05-01,East Midlands,1.23
1998-05-01,London,1.4033333
1998-05-01,North,1.428
1998-05-01,North West,1.286
1998-05-01,Northern Ireland,1.1850001
1998-05-01,Scotland,1.37
1998-05-01,South East,1.347
1998-05-01,South West,1.3533334
1998-05-01,Wales,1.3
1998-05-01,West Midlands,1.37
1998-05-01,Yorkshire & Humber,1.3430768
1998-06-01,East Anglia,1.2285715
1998-06-01,East Midlands,1.2658334
1998-06-01,London,1.39125
1998-06-01,North,1.428
1998-06-01,North West,1.286
1998-06-01,Northern Ireland,1.13
1998-06-01,Scotland,1.37
1998-06-01,South East,1.337
1998-06-01,South West,1.3583332
1998-06-01,Wales,1.3125
1998-06-01,West Midlands,1.4042857
1998-06-01,Yorkshire & Humber,1.3435714
1998-07-01,East Anglia,1.2642858
1998-07-01,East Midlands,1.2658334
1998-07-01,London,1.4076471
1998-07-01,North,1.428
1998-07-01,North West,1.286
1998-07-01,Northern Ireland,1.245
1998-07-01,Scotland,1.37
1998-07-01,South East,1.3453333
1998-07-01,South West,1.3583332
1998-07-01,Wales,1.30375
1998-07-01,West Midlands,1.3828572
1998-07-01,Yorkshire & Humber,1.3435714
1998-08-01,East Anglia,1.2928572
1998-08-01,East Midlands,1.2575
1998-08-01,London,1.3923529
1998-08-01,North,1.4366667
1998-08-01,North West,1.286
1998-08-01,Northern Ireland,1.266
1998-08-01,Scotland,1.3769231
1998-08-01,South East,1.3396773
1998-08-01,South West,1.3458333
1998-08-01,Wales,1.29375
1998-08-01,West Midlands,1.3513334
1998-08-01,Yorkshire & Humber,1.3435714
1998-09-01,East Anglia,1.2642858
1998-09-01,East Midlands,1.2458333
1998-09-01,London,1.3983333
1998-09-01,North,1.424
1998-09-01,North West,1.3066667
1998-09-01,Northern Ireland,1.2800001
1998-09-01,Scotland,1.3791666
1998-09-01,South East,1.3396666
1998-09-01,South West,1.3458333
1998-09-01,Wales,1.29375
1998-09-01,West Midlands,1.3464286
1998-09-01,Yorkshire & Humber,1.34
1998-10-01,East Anglia,1.26
1998-10-01,East Midlands,1.2209091
1998-10-01,London,1.419375
1998-10-01,North,1.4411111
1998-10-01,North West,1.3273333
1998-10-01,Northern Ireland,1.245
1998-10-01,Scotland,1.3690909
1998-10-01,South East,1.3557693
1998-10-01,South West,1.275
1998-10-01,Wales,1.2714285
1998-10-01,West Midlands,1.3407693
1998-10-01,Yorkshire & Humber,1.3381819
1998-11-01,East Anglia,1.3133334
1998-11-01,East Midlands,1.3583332
1998-11-01,London,1.446
1998-11-01,North,1.57
1998-11-01,North West,1.3633333
1998-11-01,Northern Ireland,1.345
1998-11-01,Scotland,1.5275
1998-11-01,South East,1.4147826
1998-11-01,South West,1.3944445
1998-11-01,Wales,1.3180001
1998-11-01,West Midlands,1.442
1998-11-01,Yorkshire & Humber,1.425
1998-12-01,East Anglia,1.398
1998-12-01,East Midlands,1.39
1998-12-01,London,1.533
1998-12-01,North,1.57
1998-12-01,North West,1.36
1998-12-01,Northern Ireland,1.4860001
1998-12-01,Scotland,1.446
1998-12-01,South East,1.4305556
1998-12-01,South West,1.3666667
1998-12-01,Wales,1.4833332
1998-12-01,West Midlands,1.442
1998-12-01,Yorkshire & Humber,1.4375
1999-01-01,East Anglia,1.48
1999-01-01,East Midlands,1.5525
1999-01-01,London,1.6163636
1999-01-01,North,1.6471428
1999-01-01,North West,1.4818181
1999-01-01,Northern Ireland,1.47
1999-01-01,Scotland,1.6525
1999-01-01,South East,1.6226087
1999-01-01,South West,1.5036365
1999-01-01,Wales,1.4633332
1999-01-01,West Midlands,1.5609092
1999-01-01,Yorkshire & Humber,1.6658334
1999-02-01,East Anglia,1.5166668
1999-02-01,East Midlands,1.48
1999-02-01,London,1.5807142
1999-02-01,North,1.6775
1999-02-01,North West,1.4681817
1999-02-01,Northern Ireland,1.43
1999-02-01,Scotland,1.69
1999-02-01,South East,1.6474074
1999-02-01,South West,1.5907693
1999-02-01,Wales,1.5066667
1999-02-01,West Midlands,1.55
1999-02-01,Yorkshire & Humber,1.7181817
1999-03-01,East Anglia,1.465
1999-03-01,East Midlands,1.5
1999-03-01,London,1.6283333
1999-03-01,North,1.7
1999-03-01,North West,1.4741668
1999-03-01,Northern Ireland,1.386
1999-03-01,Scotland,1.6866666
1999-03-01,South East,1.6618518
1999-03-01,South West,1.5841666
1999-03-01,Wales,1.4300001
1999-03-01,West Midlands,1.5761539
1999-03-01,Yorkshire & Humber,1.6557143
1999-04-01,East Anglia,1.465
1999-04-01,East Midlands,1.5072727
1999-04-01,London,1.6541177
1999-04-01,North,1.6877778
1999-04-01,North West,1.5061538
1999-04-01,Northern Ireland,1.412
1999-04-01,Scotland,1.6681819
1999-04-01,South East,1.6866666
1999-04-01,South West,1.5872726
1999-04-01,Wales,1.50125
1999-04-01,West Midlands,1.63
1999-04-01,Yorkshire & Humber,1.7069231
1999-05-01,East Anglia,1.415
1999-05-01,East Midlands,1.5300001
1999-05-01,London,1.6558824
1999-05-01,North,1.6388888
1999-05-01,North West,1.5176923
1999-05-01,Northern Ireland,1.295
1999-05-01,Scotland,1.77
1999-05-01,South East,1.641
1999-05-01,South West,1.5445454
1999-05-01,Wales,1.4942857
1999-05-01,West Midlands,1.7107143
1999-05-01,Yorkshire & Humber,1.6384615
1999-06-01,East Anglia,1.465
1999-06-01,East Midlands,1.5381818
1999-06-01,London,1.6852942
1999-06-01,North,1.6611111
1999-06-01,North West,1.5321429
