Date,Region,Mean
1999-06-01,Northern Ireland,1.5033332
1999-06-01,Scotland,1.6783333
1999-06-01,South East,1.663077
1999-06-01,South West,1.5425
1999-06-01,Wales,1.5042857
1999-06-01,West Midlands,1.7023078
1999-06-01,Yorkshire & Humber,1.6728572
1999-07-01,East Anglia,1.415
1999-07-01,East Midlands,1.4979999
1999-07-01,London,1.66625
1999-07-01,North,1.6877778
1999-07-01,North West,1.5321429
1999-07-01,Northern Ireland,1.622
1999-07-01,Scotland,1.669
1999-07-01,South East,1.6436667
1999-07-01,South West,1.5174999
1999-07-01,Wales,1.5649999
1999-07-01,West Midlands,1.6914285
1999-07-01,Yorkshire & Humber,1.6728572
1999-08-01,East Anglia,1.4283333
1999-08-01,East Midlands,1.5122222
1999-08-01,London,1.7199999
1999-08-01,North,1.6611111
1999-08-01,North West,1.5776923
1999-08-01,Northern Ireland,1.622
1999-08-01,Scotland,1.7163635
1999-08-01,South East,1.6909677
1999-08-01,South West,1.6027272
1999-08-01,Wales,1.565
1999-08-01,West Midlands,1.7492857
1999-08-01,Yorkshire & Humber,1.6971428
1999-09-01,East Anglia,1.3416667
1999-09-01,East Midlands,1.5799999
1999-09-01,London,1.6842105
1999-09-01,North,1.6875
1999-09-01,North West,1.5376923
1999-09-01,Northern Ireland,1.6266667
1999-09-01,Scotland,1.6325
1999-09-01,South East,1.6935484
1999-09-01,South West,1.5863637
1999-09-01,Wales,1.55625
1999-09-01,West Midlands,1.7253335
1999-09-01,Yorkshire & Humber,1.6346154
1999-10-01,East Anglia,1.26
1999-10-01,East Midlands,1.5625
1999-10-01,London,1.6616666
1999-10-01,North,1.53
1999-10-01,North West,1.5736363
1999-10-01,Northern Ireland,1.6266667
1999-10-01,Scotland,1.5615385
1999-10-01,South East,1.66
1999-10-01,South West,1.6381818
1999-10-01,Wales,1.49125
1999-10-01,West Midlands,1.6364286
1999-10-01,Yorkshire & Humber,1.54
1999-11-01,East Anglia,1.1800001
1999-11-01,East Midlands,1.5616666
1999-11-01,London,1.622353
1999-11-01,North,1.425
1999-11-01,North West,1.5521429
1999-11-01,Northern Ireland,1.6266667
1999-11-01,Scotland,1.5666666
1999-11-01,South East,1.6234484
1999-11-01,South West,1.5092307
1999-11-01,Wales,1.5074999
1999-11-01,West Midlands,1.6164286
1999-11-01,Yorkshire & Humber,1.4584616
1999-12-01,East Anglia,1.315
1999-12-01,East Midlands,1.585
1999-12-01,London,1.682353
1999-12-01,North,1.425
1999-12-01,North West,1.5973334
1999-12-01,Northern Ireland,1.6266667
1999-12-01,Scotland,1.5958333
1999-12-01,South East,1.619
1999-12-01,South West,1.4475001
1999-12-01,Wales,1.51875
1999-12-01,West Midlands,1.595
1999-12-01,Yorkshire & Humber,1.4176923
2000-01-01,East Anglia,1.3149999
2000-01-01,East Midlands,1.5775
2000-01-01,London,1.6650001
2000-01-01,North,1.425
2000-01-01,North West,1.5973334
2000-01-01,Northern Ireland,1.5433334
2000-01-01,Scotland,1.5958333
2000-01-01,South East,1.6264517
2000-01-01,South West,1.465
2000-01-01,Wales,1.52
2000-01-01,West Midlands,1.6235714
2000-01-01,Yorkshire & Humber,1.3633333
2000-02-01,East Anglia,1.3866668
2000-02-01,East Midlands,1.5609092
2000-02-01,London,1.6683334
2000-02-01,North,1.48
2000-02-01,North West,1.5960001
2000-02-01,Northern Ireland,1.554
2000-02-01,Scotland,1.5324999
2000-02-01,South East,1.6292593
2000-02-01,South West,1.4554546
2000-02-01,Wales,1.4385713
2000-02-01,West Midlands,1.593077
2000-02-01,Yorkshire & Humber,1.3836364
2000-03-01,East Anglia,1.3644444
2000-03-01,East Midlands,1.554
2000-03-01,London,1.6794444
2000-03-01,North,1.44
2000-03-01,North West,1.5773333
2000-03-01,Northern Ireland,1.554
2000-03-01,Scotland,1.4881817
2000-03-01,South East,1.6424139
2000-03-01,South West,1.5666666
2000-03-01,Wales,1.3757143
2000-03-01,West Midlands,1.6135714
2000-03-01,Yorkshire & Humber,1.3399999
2000-04-01,East Anglia,1.36875
2000-04-01,East Midlands,1.5354545
2000-04-01,London,1.6631579
2000-04-01,North,1.4422222
2000-04-01,North West,1.5586667
2000-04-01,Northern Ireland,1.6266667
2000-04-01,Scotland,1.511818
2000-04-01,South East,1.6070371
2000-04-01,South West,1.5609092
2000-04-01,Wales,1.46625
2000-04-01,West Midlands,1.5678571
2000-04-01,Yorkshire & Humber,1.4350001
2000-05-01,East Anglia,1.3444445
2000-05-01,East Midlands,1.4990909
2000-05-01,London,1.6273685
2000-05-01,North,1.4133334
2000-05-01,North West,1.5992857
2000-05-01,Northern Ireland,1.6266667
2000-05-01,Scotland,1.4690909
2000-05-01,South East,1.6622223
2000-05-01,South West,1.5609092
2000-05-01,Wales,1.42375
2000-05-01,West Midlands,1.6084615
2000-05-01,Yorkshire & Humber,1.3941666
2000-06-01,East Anglia,1.3
2000-06-01,East Midlands,1.4527273
2000-06-01,London,1.6141176
2000-06-01,North,1.4311111
2000-06-01,North West,1.4986666
2000-06-01,Northern Ireland,1.5099999
2000-06-01,Scotland,1.3645455
2000-06-01,South East,1.6060869
2000-06-01,South West,1.5918182
2000-06-01,Wales,1.3512499
2000-06-01,West Midlands,1.5100001
2000-06-01,Yorkshire & Humber,1.3363637
2000-07-01,East Anglia,1.3877778
2000-07-01,East Midlands,1.413
2000-07-01,London,1.6422222
2000-07-01,North,1.351111
2000-07-01,North West,1.5378572
2000-07-01,Northern Ireland,1.46
2000-07-01,Scotland,1.4050001
2000-07-01,South East,1.6437501
2000-07-01,South West,1.466
2000-07-01,Wales,1.38875
2000-07-01,West Midlands,1.5238461
2000-07-01,Yorkshire & Humber,1.3555555
2000-08-01,East Anglia,1.38
2000-08-01,East Midlands,1.4727273
2000-08-01,London,1.6636842
2000-08-01,North,1.3122222
2000-08-01,North West,1.5735714
2000-08-01,Northern Ireland,1.4366666
2000-08-01,Scotland,1.4233333
2000-08-01,South East,1.6242307
2000-08-01,South West,1.535
2000-08-01,Wales,1.37625
2000-08-01,West Midlands,1.5315385
2000-08-01,Yorkshire & Humber,1.31125
2000-09-01,East Anglia,1.3433334
2000-09-01,East Midlands,1.4090909
2000-09-01,London,1.6617647
2000-09-01,North,1.24125
2000-09-01,North West,1.538
2000-09-01,Northern Ireland,1.38
2000-09-01,Scotland,1.4233333
2000-09-01,South East,1.6588461
2000-09-01,South West,1.5683333
2000-09-01,Wales,1.3757143
2000-09-01,West Midlands,1.5346154
2000-09-01,Yorkshire & Humber,1.328
2000-10-01,East Anglia,1.3433334
2000-10-01,East Midlands,1.4090909
2000-10-01,London,1.67
2000-10-01,North,1.2911111
2000-10-01,North West,1.556923
2000-10-01,Northern Ireland,1.38
2000-10-01,Scotland,1.4627273
2000-10-01,South East,1.6103846
2000-10-01,South West,1.555
2000-10-01,Wales,1.3757143
2000-10-01,West Midlands,1.535
2000-10-01,Yorkshire & Humber,1.4172727
2000-11-01,East Anglia,1.3499999
2000-11-01,East Midlands,1.4509091
2000-11-01,London,1.6583333
2000-11-01,North,1.31125
2000-11-01,North West,1.5073334
2000-11-01,Northern Ireland,1.38
2000-11-01,Scotland,1.416
2000-11-01,South East,1.6184616
2000-11-01,South West,1.5883332
2000-11-01,Wales,1.39
2000-11-01,West Midlands,1.6053847
2000-11-01,Yorkshire & Humber,1.4590908
2000-12-01,East Anglia,1.3499999
2000-12-01,East Midlands,1.4599999
2000-12-01,London,1.6726316
2000-12-01,North,1.3222222
2000-12-01,North West,1.5921429
2000-12-01,Northern Ireland,1.3733333
2000-12-01,Scotland,1.4480001
2000-12-01,South East,1.6307693
2000-12-01,South West,1.5209091
2000-12-01,Wales,1.39
2000-12-01,West Midlands,1.5823077
2000-12-01,Yorkshire & Humber,1.4715385
2001-01-01,East Anglia,1.2511111
2001-01-01,East Midlands,1.3772727
2001-01-01,London,1.648889
2001-01-01,North,1.2811111
2001-01-01,North West,1.48
2001-01-01,Northern Ireland,1.3483334
2001-01-01,Scotland,1.430909
2001-01-01,South East,1.5347999
2001-01-01,South West,1.4899999
2001-01-01,Wales,1.28
2001-01-01,West Midlands,1.5407693
2001-01-01,Yorkshire & Humber,1.3575001
2001-02-01,East Anglia,1.426923
2001-02-01,East Midlands,1.3341666
2001-02-01,London,1.579375
2001-02-01,North,1.2271429
2001-02-01,North West,1.4288235
2001-02-01,Northern Ireland,1.3650001
2001-02-01,Scotland,1.396
2001-02-01,South East,1.5768181
2001-02-01,South West,1.5723077
2001-02-01,Wales,1.3244444
2001-02-01,West Midlands,1.5150001
2001-02-01,Yorkshire & Humber,1.4071429
2001-03-01,East Anglia,1.4575
2001-03-01,East Midlands,1.3258333
2001-03-01,London,1.5172222
2001-03-01,North,1.1814287
2001-03-01,North West,1.41
2001-03-01,Northern Ireland,1.3483334
2001-03-01,Scotland,1.3736364
2001-03-01,South East,1.5638095
2001-03-01,South West,1.4499999
2001-03-01,Wales,1.2887499
2001-03-01,West Midlands,1.4607143
2001-03-01,Yorkshire & Humber,1.2983333
2001-04-01,East Anglia,1.3199999
2001-04-01,East Midlands,1.2391666
2001-04-01,London,1.5175
2001-04-01,North,1.19
2001-04-01,North West,1.3847059
2001-04-01,Northern Ireland,1.3483334
2001-04-01,Scotland,1.362
2001-04-01,South East,1.4122727
2001-04-01,South West,1.3050001
2001-04-01,Wales,1.1933333
2001-04-01,West Midlands,1.3900001
2001-04-01,Yorkshire & Humber,1.3000001
2001-05-01,East Anglia,1.4030769
2001-05-01,East Midlands,1.36
2001-05-01,London,1.45875
2001-05-01,North,1.1750001
2001-05-01,North West,1.3652941
2001-05-01,Northern Ireland,1.3833333
2001-05-01,Scotland,1.427
2001-05-01,South East,1.4661906
2001-05-01,South West,1.4453847
2001-05-01,Wales,1.26
2001-05-01,West Midlands,1.3564285
2001-05-01,Yorkshire & Humber,1.3442857
2001-06-01,East Anglia,1.356154
2001-06-01,East Midlands,1.36
2001-06-01,London,1.4747058
2001-06-01,North,1.1614286
2001-06-01,North West,1.4029412
2001-06-01,Northern Ireland,1.4216666
2001-06-01,Scotland,1.4116668
2001-06-01,South East,1.4908696
2001-06-01,South West,1.4569231
2001-06-01,Wales,1.2477777
2001-06-01,West Midlands,1.3907143
2001-06-01,Yorkshire & Humber,1.3542856
2001-07-01,East Anglia,1.3561537
2001-07-01,East Midlands,1.35
2001-07-01,London,1.4373684
2001-07-01,North,1.1528571
2001-07-01,North West,1.405
2001-07-01,Northern Ireland,1.354
2001-07-01,Scotland,1.3649999
2001-07-01,South East,1.4495652
2001-07-01,South West,1.4523076
2001-07-01,Wales,1.2566667
2001-07-01,West Midlands,1.3921429
2001-07-01,Yorkshire & Humber,1.3542858
2001-08-01,East Anglia,1.3407693
2001-08-01,East Midlands,1.3009092
2001-08-01,London,1.4166666
2001-08-01,North,1.1528571
2001-08-01,North West,1.4111764
2001-08-01,Northern Ireland,1.334
2001-08-01,Scotland,1.335
2001-08-01,South East,1.4587501
2001-08-01,South West,1.3650001
2001-08-01,Wales,1.13
2001-08-01,West Midlands,1.38
2001-08-01,Yorkshire & Humber,1.3499999
2001-09-01,East Anglia,1.3946154
2001-09-01,East Midlands,1.27
2001-09-01,London,1.4227778
2001-09-01,North,1.1528571
2001-09-01,North West,1.363125
2001-09-01,Northern Ireland,1.2533333
2001-09-01,Scotland,1.3663636
2001-09-01,South East,1.472
2001-09-01,South West,1.3536363
2001-09-01,Wales,1.1744444
2001-09-01,West Midlands,1.3578571
2001-09-01,Yorkshire & Humber,1.3353846
2001-10-01,East Anglia,1.3371428
2001-10-01,East Midlands,1.2736363
2001-10-01,London,1.4205556
2001-10-01,North,1.1528571
2001-10-01,North West,1.298125
2001-10-01,Northern Ireland,1.32
2001-10-01,Scotland,1.2708334
2001-10-01,South East,1.465
2001-10-01,South West,1.3446153
2001-10-01,Wales,1.2144445
2001-10-01,West Midlands,1.3073334
2001-10-01,Yorkshire & Humber,1.3166667
2001-11-01,East Anglia,1.3684616
2001-11-01,East Midlands,1.3036364
2001-11-01,London,1.4426316
2001-11-01,North,1.2014285
2001-11-01,North West,1.3935294
2001-11-01,Northern Ireland,1.346
2001-11-01,Scotland,1.37
2001-11-01,South East,1.5
2001-11-01,South West,1.4184616
2001-11-01,Wales,1.3033334
2001-11-01,West Midlands,1.3920001
2001-11-01,Yorkshire & Humber,1.3638461
2001-12-01,East Anglia,1.3728571
2001-12-01,East Midlands,1.3036364
2001-12-01,London,1.421579
2001-12-01,North,1.1266667
2001-12-01,North West,1.3773333
2001-12-01,Northern Ireland,1.2966666
2001-12-01,Scotland,1.37
2001-12-01,South East,1.5009091
2001-12-01,South West,1.4184616
2001-12-01,Wales,1.28
2001-12-01,West Midlands,1.3920001
2001-12-01,Yorkshire & Humber,1.3585714
2002-01-01,East Anglia,1.4076922
2002-01-01,East Midlands,1.3136363
2002-01-01,London,1.3847059
2002-01-01,North,1.1742858
2002-01-01,North West,1.421875
2002-01-01,Northern Ireland,1.1966666
2002-01-01,Scotland,1.3808333
2002-01-01,South East,1.5041666
2002-01-01,South West,1.426923
2002-01-01,Wales,1.29375
2002-01-01,West Midlands,1.4006667
2002-01-01,Yorkshire & Humber,1.3664285
2002-02-01,East Anglia,1.4253845
2002-02-01,East Midlands,1.337
2002-02-01,London,1.479375
2002-02-01,North,1.1616666
2002-02-01,North West,1.49375
2002-02-01,Northern Ireland,1.2133332
2002-02-01,Scotland,1.4233333
2002-02-01,South East,1.4833333
2002-02-01,South West,1.4584615
2002-02-01,Wales,1.22125
2002-02-01,West Midlands,1.3807143
2002-02-01,Yorkshire & Humber,1.3453846
2002-03-01,East Anglia,1.41
2002-03-01,East Midlands,1.3790909
2002-03-01,London,1.485
2002-03-01,North,1.2657143
2002-03-01,North West,1.48125
2002-03-01,Northern Ireland,1.2233334
2002-03-01,Scotland,1.4316667
2002-03-01,South East,1.4495238
2002-03-01,South West,1.4569231
2002-03-01,Wales,1.2444444
2002-03-01,West Midlands,1.3707143
2002-03-01,Yorkshire & Humber,1.34
2002-04-01,East Anglia,1.3771429
2002-04-01,East Midlands,1.246
2002-04-01,London,1.4570589
2002-04-01,North,1.1714286
2002-04-01,North West,1.3657143
2002-04-01,Northern Ireland,1.2233334
2002-04-01,Scotland,1.3481818
2002-04-01,South East,1.4477273
2002-04-01,South West,1.4014286
2002-04-01,Wales,1.1955556
2002-04-01,West Midlands,1.3421429
2002-04-01,Yorkshire & Humber,1.34
2002-05-01,East Anglia,1.4014285
2002-05-01,East Midlands,1.3281817
2002-05-01,London,1.4744445
2002-05-01,North,1.2516667
2002-05-01,North West,1.3585714
2002-05-01,Northern Ireland,1.23
2002-05-01,Scotland,1.3436364
2002-05-01,South East,1.429091
2002-05-01,South West,1.4515383
2002-05-01,Wales,1.2677778
2002-05-01,West Midlands,1.3723077
2002-05-01,Yorkshire & Humber,1.3116666
2002-06-01,East Anglia,1.3484616
2002-06-01,East Midlands,1.3075
2002-06-01,London,1.4066666
2002-06-01,North,1.2516667
2002-06-01,North West,1.3606666
2002-06-01,Northern Ireland,1.166
2002-06-01,Scotland,1.3725
2002-06-01,South East,1.4060869
2002-06-01,South West,1.4300001
2002-06-01,Wales,1.265
2002-06-01,West Midlands,1.3753846
2002-06-01,Yorkshire & Humber,1.2946154
2002-07-01,East Anglia,1.3484616
2002-07-01,East Midlands,1.3075
2002-07-01,London,1.4852632
2002-07-01,North,1.3085715
2002-07-01,North West,1.3342857
2002-07-01,Northern Ireland,1.3533334
2002-07-01,Scotland,1.329091
2002-07-01,South East,1.4057143
2002-07-01,South West,1.4300001
2002-07-01,Wales,1.2677778
2002-07-01,West Midlands,1.3692857
2002-07-01,Yorkshire & Humber,1.2946154
2002-08-01,East Anglia,1.4014285
2002-08-01,East Midlands,1.2808334
2002-08-01,London,1.4855555
2002-08-01,North,1.3171428
2002-08-01,North West,1.3606666
2002-08-01,Northern Ireland,1.48
2002-08-01,Scotland,1.3475
2002-08-01,South East,1.3817391
2002-08-01,South West,1.3985714
2002-08-01,Wales,1.2857143
2002-08-01,West Midlands,1.2792857
2002-08-01,Yorkshire & Humber,1.2946154
2002-09-01,East Anglia,1.4000001
2002-09-01,East Midlands,1.2654545
2002-09-01,London,1.5311111
2002-09-01,North,1.3171428
2002-09-01,North West,1.2900001
2002-09-01,Northern Ireland,1.4366666
2002-09-01,Scotland,1.3725
2002-09-01,South East,1.4295653
2002-09-01,South West,1.4142857
2002-09-01,Wales,1.2677778
2002-09-01,West Midlands,1.3407693
2002-09-01,Yorkshire & Humber,1.2946154
2002-10-01,East Anglia,1.4021428
2002-10-01,East Midlands,1.3066667
2002-10-01,London,1.5217648
2002-10-01,North,1.3516666
2002-10-01,North West,1.2926667
2002-10-01,Northern Ireland,1.3816667
2002-10-01,Scotland,1.4263637
2002-10-01,South East,1.4742857
2002-10-01,South West,1.4578571
2002-10-01,Wales,1.2677778
2002-10-01,West Midlands,1.3228571
2002-10-01,Yorkshire & Humber,1.2646154
2002-11-01,East Anglia,1.3184615
2002-11-01,East Midlands,1.2983333
2002-11-01,London,1.4082353
2002-11-01,North,1.3416667
2002-11-01,North West,1.2926667
2002-11-01,Northern Ireland,1.3816667
2002-11-01,Scotland,1.3241667
2002-11-01,South East,1.378
2002-11-01,South West,1.4084615
2002-11-01,Wales,1.2611111
2002-11-01,West Midlands,1.3249999
2002-11-01,Yorkshire & Humber,1.2066666
2002-12-01,East Anglia,1.2958333
2002-12-01,East Midlands,1.34
2002-12-01,London,1.5072223
2002-12-01,North,1.3157142
2002-12-01,North West,1.2926667
2002-12-01,Northern Ireland,1.3816667
2002-12-01,Scotland,1.3566667
2002-12-01,South East,1.4213043
2002-12-01,South West,1.3853847
2002-12-01,Wales,1.2611111
2002-12-01,West Midlands,1.3035715
2002-12-01,Yorkshire & Humber,1.1708333
2003-01-01,East Anglia,1.3438461
2003-01-01,East Midlands,1.3591666
2003-01-01,London,1.4461112
2003-01-01,North,1.3199999
2003-01-01,North West,1.2926667
2003-01-01,Northern Ireland,1.4733334
2003-01-01,Scotland,1.253
2003-01-01,South East,1.4381818
2003-01-01,South West,1.4071429
2003-01-01,Wales,1.2533333
2003-01-01,West Midlands,1.3292857
2003-01-01,Yorkshire & Humber,1.1858333
2003-02-01,East Anglia,1.3433332
2003-02-01,East Midlands,1.346
2003-02-01,London,1.4808
2003-02-01,North,1.2724999
2003-02-01,North West,1.3136363
2003-02-01,Northern Ireland,1.3774999
2003-02-01,Scotland,1.2658824
2003-02-01,South East,1.444
2003-02-01,South West,1.3804545
2003-02-01,Wales,1.2678572
2003-02-01,West Midlands,1.3509524
2003-02-01,Yorkshire & Humber,1.227
2003-03-01,East Anglia,1.3422728
2003-03-01,East Midlands,1.388
2003-03-01,London,1.4588001
2003-03-01,North,1.2858334
2003-03-01,North West,1.3204546
2003-03-01,Northern Ireland,1.4271429
2003-03-01,Scotland,1.2758824
2003-03-01,South East,1.4463333
2003-03-01,South West,1.3977273
2003-03-01,Wales,1.2907143
2003-03-01,West Midlands,1.3513637
2003-03-01,Yorkshire & Humber,1.2452631
2003-04-01,East Anglia,1.3514286
2003-04-01,East Midlands,1.4017648
2003-04-01,London,1.4729166
2003-04-01,North,1.1949999
2003-04-01,North West,1.2916666
2003-04-01,Northern Ireland,1.385
2003-04-01,Scotland,1.2687501
2003-04-01,South East,1.4114815
2003-04-01,South West,1.4005
2003-04-01,Wales,1.2716666
2003-04-01,West Midlands,1.3526316
2003-04-01,Yorkshire & Humber,1.25
2003-05-01,East Anglia,1.3461905
2003-05-01,East Midlands,1.4116666
2003-05-01,London,1.4852
2003-05-01,North,1.184
2003-05-01,North West,1.2889473
2003-05-01,Northern Ireland,1.385
2003-05-01,Scotland,1.261875
2003-05-01,South East,1.4503572
2003-05-01,South West,1.395
2003-05-01,Wales,1.2624999
2003-05-01,West Midlands,1.3521053
2003-05-01,Yorkshire & Humber,1.2405555
2003-06-01,East Anglia,1.3395239
2003-06-01,East Midlands,1.403889
2003-06-01,London,1.501111
2003-06-01,North,1.17
2003-06-01,North West,1.2777778
2003-06-01,Northern Ireland,1.3675
2003-06-01,Scotland,1.2531251
2003-06-01,South East,1.445926
2003-06-01,South West,1.3705
2003-06-01,Wales,1.2508334
2003-06-01,West Midlands,1.3577778
2003-06-01,Yorkshire & Humber,1.2327778
2003-07-01,East Anglia,1.342381
2003-07-01,East Midlands,1.4072223
2003-07-01,London,1.5196296
2003-07-01,North,1.17
2003-07-01,North West,1.2811111
2003-07-01,Northern Ireland,1.4225
2003-07-01,Scotland,1.253125
2003-07-01,South East,1.4481481
2003-07-01,South West,1.396
2003-07-01,Wales,1.2508334
2003-07-01,West Midlands,1.366842
2003-07-01,Yorkshire & Humber,1.2233334
2003-08-01,East Anglia,1.342381
2003-08-01,East Midlands,1.4072223
2003-08-01,London,1.4862963
2003-08-01,North,1.17
2003-08-01,North West,1.3015789
2003-08-01,Northern Ireland,1.4225
2003-08-01,Scotland,1.253125
2003-08-01,South East,1.4496297
2003-08-01,South West,1.401
2003-08-01,Wales,1.2508334
2003-08-01,West Midlands,1.3794737
2003-08-01,Yorkshire & Humber,1.2472223
2003-09-01,East Anglia,1.3461905
2003-09-01,East Midlands,1.3852941
2003-09-01,London,1.4723077
2003-09-01,North,1.1755556
2003-09-01,North West,1.3021053
2003-09-01,Northern Ireland,1.3414286
2003-09-01,Scotland,1.2531251
2003-09-01,South East,1.4488889
2003-09-01,South West,1.4
2003-09-01,Wales,1.2508334
2003-09-01,West Midlands,1.3735
2003-09-01,Yorkshire & Humber,1.25
2003-10-01,East Anglia,1.3421053
2003-10-01,East Midlands,1.31625
2003-10-01,London,1.4524001
2003-10-01,North,1.1755556
2003-10-01,North West,1.3021053
2003-10-01,Northern Ireland,1.285
2003-10-01,Scotland,1.2637501
2003-10-01,South East,1.437037
2003-10-01,South West,1.3815789
2003-10-01,Wales,1.2508334
2003-10-01,West Midlands,1.3536842
2003-10-01,Yorkshire & Humber,1.2488889
2003-11-01,East Anglia,1.322381
2003-11-01,East Midlands,1.3294444
2003-11-01,London,1.4525926
2003-11-01,North,1.2146153
2003-11-01,North West,1.3295455
2003-11-01,Northern Ireland,1.2925
2003-11-01,Scotland,1.2535294
2003-11-01,South East,1.4155172
2003-11-01,South West,1.35
2003-11-01,Wales,1.2342857
2003-11-01,West Midlands,1.3314285
2003-11-01,Yorkshire & Humber,1.2410526
2003-12-01,East Anglia,1.3336364
2003-12-01,East Midlands,1.3194736
2003-12-01,London,1.4633332
2003-12-01,North,1.213077
2003-12-01,North West,1.3490477
2003-12-01,Northern Ireland,1.2925
2003-12-01,Scotland,1.2455555
2003-12-01,South East,1.4286207
2003-12-01,South West,1.37
2003-12-01,Wales,1.2307142
2003-12-01,West Midlands,1.3513637
2003-12-01,Yorkshire & Humber,1.2273684
2004-01-01,East Anglia,1.3336364
2004-01-01,East Midlands,1.341
2004-01-01,London,1.4814814
2004-01-01,North,1.213077
2004-01-01,North West,1.3490477
2004-01-01,Northern Ireland,1.2928572
2004-01-01,Scotland,1.24
2004-01-01,South East,1.39
2004-01-01,South West,1.3528571
2004-01-01,Wales,1.2307142
2004-01-01,West Midlands,1.3559091
2004-01-01,Yorkshire & Humber,1.2273684
2004-02-01,East Anglia,1.3204545
2004-02-01,East Midlands,1.357
2004-02-01,London,1.4120833
2004-02-01,North,1.23
2004-02-01,North West,1.3077273
2004-02-01,Northern Ireland,1.16
2004-02-01,Scotland,1.2466667
2004-02-01,South East,1.4524001
2004-02-01,South West,1.3577273
2004-02-01,Wales,1.216923
2004-02-01,West Midlands,1.3238095
2004-02-01,Yorkshire & Humber,1.2225001
2004-03-01,East Anglia,1.3186364
2004-03-01,East Midlands,1.3859999
2004-03-01,London,1.4141666
2004-03-01,North,1.2284615
2004-03-01,North West,1.278
2004-03-01,Northern Ireland,1.3666667
2004-03-01,Scotland,1.256842
2004-03-01,South East,1.4646155
2004-03-01,South West,1.3568182
2004-03-01,Wales,1.2153846
2004-03-01,West Midlands,1.3063158
2004-03-01,Yorkshire & Humber,1.216
2004-04-01,East Anglia,1.3109092
2004-04-01,East Midlands,1.4325
2004-04-01,London,1.4624001
2004-04-01,North,1.2284615
2004-04-01,North West,1.3027272
2004-04-01,Northern Ireland,1.3383332
2004-04-01,Scotland,1.255
2004-04-01,South East,1.4886206
2004-04-01,South West,1.3585714
2004-04-01,Wales,1.2023077
2004-04-01,West Midlands,1.2842857
2004-04-01,Yorkshire & Humber,1.212
2004-05-01,East Anglia,1.3118182
2004-05-01,East Midlands,1.4489474
2004-05-01,London,1.4383999
2004-05-01,North,1.2375001
2004-05-01,North West,1.2771429
2004-05-01,Northern Ireland,1.3216667
2004-05-01,Scotland,1.2489474
2004-05-01,South East,1.459655
2004-05-01,South West,1.3609524
2004-05-01,Wales,1.2023077
2004-05-01,West Midlands,1.298
2004-05-01,Yorkshire & Humber,1.2149999
2004-06-01,East Anglia,1.3230435
2004-06-01,East Midlands,1.4350001
2004-06-01,London,1.3731818
2004-06-01,North,1.2284615
2004-06-01,North West,1.2719047
2004-06-01,Northern Ireland,1.3299999
2004-06-01,Scotland,1.235
2004-06-01,South East,1.4551852
2004-06-01,South West,1.3404762
2004-06-01,Wales,1.2023077
2004-06-01,West Midlands,1.3104545
2004-06-01,Yorkshire & Humber,1.2005
2004-07-01,East Anglia,1.3269565
2004-07-01,East Midlands,1.4289473
2004-07-01,London,1.4125
2004-07-01,North,1.2375
2004-07-01,North West,1.2574999
2004-07-01,Northern Ireland,1.35875
2004-07-01,Scotland,1.2559999
2004-07-01,South East,1.4896553
2004-07-01,South West,1.35
2004-07-01,Wales,1.2023077
2004-07-01,West Midlands,1.268421
2004-07-01,Yorkshire & Humber,1.21
2004-08-01,East Anglia,1.3273914
2004-08-01,East Midlands,1.414
2004-08-01,London,1.4844444
2004-08-01,North,1.2284615
2004-08-01,North West,1.3128572
2004-08-01,Northern Ireland,1.36
2004-08-01,Scotland,1.2565
2004-08-01,South East,1.5067856
2004-08-01,South West,1.3477273
2004-08-01,Wales,1.2023077
2004-08-01,West Midlands,1.2785
2004-08-01,Yorkshire & Humber,1.1905264
2004-09-01,East Anglia,1.3109092
2004-09-01,East Midlands,1.2911111
2004-09-01,London,1.4864
2004-09-01,North,1.2183334
2004-09-01,North West,1.2719047
2004-09-01,Northern Ireland,1.36
2004-09-01,Scotland,1.2410526
2004-09-01,South East,1.4796551
2004-09-01,South West,1.3323809
2004-09-01,Wales,1.2023077
2004-09-01,West Midlands,1.2584211
2004-09-01,Yorkshire & Humber,1.2242105
2004-10-01,East Anglia,1.3433332
2004-10-01,East Midlands,1.3866667
2004-10-01,London,1.46
2004-10-01,North,1.2445455
2004-10-01,North West,1.2927778
2004-10-01,Northern Ireland,1.36
2004-10-01,Scotland,1.220625
2004-10-01,South East,1.4825926
2004-10-01,South West,1.3475001
2004-10-01,Wales,1.2025
2004-10-01,West Midlands,1.2664707
2004-10-01,Yorkshire & Humber,1.1866667
2004-11-01,East Anglia,1.2791305
2004-11-01,East Midlands,1.2826316
2004-11-01,London,1.3544
2004-11-01,North,1.2315385
2004-11-01,North West,1.2528571
2004-11-01,Northern Ireland,1.36
2004-11-01,Scotland,1.1977777
2004-11-01,South East,1.4583334
2004-11-01,South West,1.3328571
2004-11-01,Wales,1.1564286
2004-11-01,West Midlands,1.2900001
2004-11-01,Yorkshire & Humber,1.2010527
2004-12-01,East Anglia,1.2791305
2004-12-01,East Midlands,1.3135
2004-12-01,London,1.3612499
2004-12-01,North,1.2315385
2004-12-01,North West,1.258
2004-12-01,Northern Ireland,1.36
2004-12-01,Scotland,1.2068421
2004-12-01,South East,1.45
2004-12-01,South West,1.3231819
2004-12-01,Wales,1.1564286
2004-12-01,West Midlands,1.2405
2004-12-01,Yorkshire & Humber,1.2010527
